,code,powiat,year,sex,education,count
3536,1202000,Powiat brzeski,2021,males,"lower secondary, primary, primary not completed and without school education",1316
3537,1203000,Powiat chrzanowski,2021,males,"lower secondary, primary, primary not completed and without school education",1598
3538,1204000,Powiat dąbrowski,2021,males,"lower secondary, primary, primary not completed and without school education",1232
3539,1205000,Powiat gorlicki,2021,males,"lower secondary, primary, primary not completed and without school education",1717
3540,1206000,Powiat krakowski,2021,males,"lower secondary, primary, primary not completed and without school education",4134
3541,1207000,Powiat limanowski,2021,males,"lower secondary, primary, primary not completed and without school education",2990
3542,1208000,Powiat miechowski,2021,males,"lower secondary, primary, primary not completed and without school education",628
3543,1209000,Powiat myślenicki,2021,males,"lower secondary, primary, primary not completed and without school education",2174
3544,1210000,Powiat nowosądecki,2021,males,"lower secondary, primary, primary not completed and without school education",3730
3545,1211000,Powiat nowotarski,2021,males,"lower secondary, primary, primary not completed and without school education",7337
3546,1212000,Powiat olkuski,2021,males,"lower secondary, primary, primary not completed and without school education",1084
3547,1213000,Powiat oświęcimski,2021,males,"lower secondary, primary, primary not completed and without school education",1741
3548,1214000,Powiat proszowicki,2021,males,"lower secondary, primary, primary not completed and without school education",984
3549,1215000,Powiat suski,2021,males,"lower secondary, primary, primary not completed and without school education",1996
3550,1216000,Powiat tarnowski,2021,males,"lower secondary, primary, primary not completed and without school education",2981
3551,1217000,Powiat tatrzański,2021,males,"lower secondary, primary, primary not completed and without school education",2436
3552,1218000,Powiat wadowicki,2021,males,"lower secondary, primary, primary not completed and without school education",2741
3553,1219000,Powiat wielicki,2021,males,"lower secondary, primary, primary not completed and without school education",1941
3554,1261000,City with powiat status Kraków,2021,males,"lower secondary, primary, primary not completed and without school education",6281
3555,1262000,City with powiat status Nowy Sącz,2021,males,"lower secondary, primary, primary not completed and without school education",559
3556,1263000,City with powiat status Tarnów,2021,males,"lower secondary, primary, primary not completed and without school education",1009
3557,1401000,Powiat białobrzeski,2021,males,"lower secondary, primary, primary not completed and without school education",1196
3558,1402000,Powiat ciechanowski,2021,males,"lower secondary, primary, primary not completed and without school education",1698
3559,1403000,Powiat garwoliński,2021,males,"lower secondary, primary, primary not completed and without school education",1899
3560,1404000,Powiat gostyniński,2021,males,"lower secondary, primary, primary not completed and without school education",912
3561,1405000,Powiat grodziski,2021,males,"lower secondary, primary, primary not completed and without school education",1452
3562,1406000,Powiat grójecki,2021,males,"lower secondary, primary, primary not completed and without school education",2156
3563,1407000,Powiat kozienicki,2021,males,"lower secondary, primary, primary not completed and without school education",1220
3564,1408000,Powiat legionowski,2021,males,"lower secondary, primary, primary not completed and without school education",1574
3565,1409000,Powiat lipski,2021,males,"lower secondary, primary, primary not completed and without school education",605
3566,1410000,Powiat łosicki,2021,males,"lower secondary, primary, primary not completed and without school education",769
3567,1411000,Powiat makowski,2021,males,"lower secondary, primary, primary not completed and without school education",809
3568,1412000,Powiat miński,2021,males,"lower secondary, primary, primary not completed and without school education",2407
3569,1413000,Powiat mławski,2021,males,"lower secondary, primary, primary not completed and without school education",1448
3570,1414000,Powiat nowodworski,2021,males,"lower secondary, primary, primary not completed and without school education",1674
3571,1415000,Powiat ostrołęcki,2021,males,"lower secondary, primary, primary not completed and without school education",2964
3572,1416000,Powiat ostrowski,2021,males,"lower secondary, primary, primary not completed and without school education",1572
3573,1417000,Powiat otwocki,2021,males,"lower secondary, primary, primary not completed and without school education",1824
3574,1418000,Powiat piaseczyński,2021,males,"lower secondary, primary, primary not completed and without school education",2668
3575,1419000,Powiat płocki,2021,males,"lower secondary, primary, primary not completed and without school education",2597
3576,1420000,Powiat płoński,2021,males,"lower secondary, primary, primary not completed and without school education",2598
3577,1421000,Powiat pruszkowski,2021,males,"lower secondary, primary, primary not completed and without school education",2190
3578,1422000,Powiat przasnyski,2021,males,"lower secondary, primary, primary not completed and without school education",1451
3579,1423000,Powiat przysuski,2021,males,"lower secondary, primary, primary not completed and without school education",996
3580,1424000,Powiat pułtuski,2021,males,"lower secondary, primary, primary not completed and without school education",1128
3581,1425000,Powiat radomski,2021,males,"lower secondary, primary, primary not completed and without school education",3774
3582,1426000,Powiat siedlecki,2021,males,"lower secondary, primary, primary not completed and without school education",1857
3583,1427000,Powiat sierpecki,2021,males,"lower secondary, primary, primary not completed and without school education",1121
3584,1428000,Powiat sochaczewski,2021,males,"lower secondary, primary, primary not completed and without school education",1643
3585,1429000,Powiat sokołowski,2021,males,"lower secondary, primary, primary not completed and without school education",899
3586,1430000,Powiat szydłowiecki,2021,males,"lower secondary, primary, primary not completed and without school education",737
3587,1432000,Powiat warszawski zachodni,2021,males,"lower secondary, primary, primary not completed and without school education",1744
3588,1433000,Powiat węgrowski,2021,males,"lower secondary, primary, primary not completed and without school education",1487
3589,1434000,Powiat wołomiński,2021,males,"lower secondary, primary, primary not completed and without school education",4335
3590,1435000,Powiat wyszkowski,2021,males,"lower secondary, primary, primary not completed and without school education",1913
3591,1436000,Powiat zwoleński,2021,males,"lower secondary, primary, primary not completed and without school education",1018
3592,1437000,Powiat żuromiński,2021,males,"lower secondary, primary, primary not completed and without school education",1081
3593,1438000,Powiat żyrardowski,2021,males,"lower secondary, primary, primary not completed and without school education",1621
3594,1461000,City with powiat status Ostrołęka,2021,males,"lower secondary, primary, primary not completed and without school education",609
3595,1462000,City with powiat status Płock,2021,males,"lower secondary, primary, primary not completed and without school education",1323
3596,1463000,City with powiat status Radom,2021,males,"lower secondary, primary, primary not completed and without school education",2825
3597,1464000,City with powiat status Siedlce,2021,males,"lower secondary, primary, primary not completed and without school education",715
3598,1465000,City with powiat status Capital City Warszawa,2021,males,"lower secondary, primary, primary not completed and without school education",15635
3599,1601000,Powiat brzeski,2021,males,"lower secondary, primary, primary not completed and without school education",1548
3600,1602000,Powiat głubczycki,2021,males,"lower secondary, primary, primary not completed and without school education",899
3601,1603000,Powiat kędzierzyńsko-kozielski,2021,males,"lower secondary, primary, primary not completed and without school education",1367
3602,1604000,Powiat kluczborski,2021,males,"lower secondary, primary, primary not completed and without school education",1232
3603,1605000,Powiat krapkowicki,2021,males,"lower secondary, primary, primary not completed and without school education",1151
3604,1606000,Powiat namysłowski,2021,males,"lower secondary, primary, primary not completed and without school education",845
3605,1607000,Powiat nyski,2021,males,"lower secondary, primary, primary not completed and without school education",2062
3606,1608000,Powiat oleski,2021,males,"lower secondary, primary, primary not completed and without school education",964
3607,1609000,Powiat opolski,2021,males,"lower secondary, primary, primary not completed and without school education",1844
3608,1610000,Powiat prudnicki,2021,males,"lower secondary, primary, primary not completed and without school education",831
3609,1611000,Powiat strzelecki,2021,males,"lower secondary, primary, primary not completed and without school education",1222
3610,1661000,City with powiat status Opole,2021,males,"lower secondary, primary, primary not completed and without school education",1369
3611,1801000,Powiat bieszczadzki,2021,males,"lower secondary, primary, primary not completed and without school education",421
3612,1802000,Powiat brzozowski,2021,males,"lower secondary, primary, primary not completed and without school education",899
3613,1803000,Powiat dębicki,2021,males,"lower secondary, primary, primary not completed and without school education",2223
3614,1804000,Powiat jarosławski,2021,males,"lower secondary, primary, primary not completed and without school education",1983
3615,1805000,Powiat jasielski,2021,males,"lower secondary, primary, primary not completed and without school education",1382
3616,1806000,Powiat kolbuszowski,2021,males,"lower secondary, primary, primary not completed and without school education",1041
3617,1807000,Powiat krośnieński,2021,males,"lower secondary, primary, primary not completed and without school education",1393
3618,1808000,Powiat leżajski,2021,males,"lower secondary, primary, primary not completed and without school education",769
3619,1809000,Powiat lubaczowski,2021,males,"lower secondary, primary, primary not completed and without school education",1067
3620,1810000,Powiat łańcucki,2021,males,"lower secondary, primary, primary not completed and without school education",1022
3621,1811000,Powiat mielecki,2021,males,"lower secondary, primary, primary not completed and without school education",1816
3622,1812000,Powiat niżański,2021,males,"lower secondary, primary, primary not completed and without school education",1156
3623,1813000,Powiat przemyski,2021,males,"lower secondary, primary, primary not completed and without school education",1104
3624,1814000,Powiat przeworski,2021,males,"lower secondary, primary, primary not completed and without school education",1108
3625,1815000,Powiat ropczycko-sędziszowski,2021,males,"lower secondary, primary, primary not completed and without school education",1177
3626,1816000,Powiat rzeszowski,2021,males,"lower secondary, primary, primary not completed and without school education",2288
3627,1817000,Powiat sanocki,2021,males,"lower secondary, primary, primary not completed and without school education",1363
3628,1818000,Powiat stalowowolski,2021,males,"lower secondary, primary, primary not completed and without school education",1533
3629,1819000,Powiat strzyżowski,2021,males,"lower secondary, primary, primary not completed and without school education",879
3630,1820000,Powiat tarnobrzeski,2021,males,"lower secondary, primary, primary not completed and without school education",742
3631,1821000,Powiat leski,2021,males,"lower secondary, primary, primary not completed and without school education",543
3632,1861000,City with powiat status Krosno,2021,males,"lower secondary, primary, primary not completed and without school education",306
3633,1862000,City with powiat status Przemyśl,2021,males,"lower secondary, primary, primary not completed and without school education",411
3634,1863000,City with powiat status Rzeszów,2021,males,"lower secondary, primary, primary not completed and without school education",1140
3635,1864000,City with powiat status Tarnobrzeg,2021,males,"lower secondary, primary, primary not completed and without school education",289
3636,2001000,Powiat augustowski,2021,males,"lower secondary, primary, primary not completed and without school education",1297
3637,2002000,Powiat białostocki,2021,males,"lower secondary, primary, primary not completed and without school education",2728
3638,2003000,Powiat bielski,2021,males,"lower secondary, primary, primary not completed and without school education",1359
3639,2004000,Powiat grajewski,2021,males,"lower secondary, primary, primary not completed and without school education",1406
3640,2005000,Powiat hajnowski,2021,males,"lower secondary, primary, primary not completed and without school education",661
3641,2006000,Powiat kolneński,2021,males,"lower secondary, primary, primary not completed and without school education",1495
3642,2007000,Powiat łomżyński,2021,males,"lower secondary, primary, primary not completed and without school education",1841
3643,2008000,Powiat moniecki,2021,males,"lower secondary, primary, primary not completed and without school education",1418
3644,2009000,Powiat sejneński,2021,males,"lower secondary, primary, primary not completed and without school education",648
3645,2010000,Powiat siemiatycki,2021,males,"lower secondary, primary, primary not completed and without school education",1429
3646,2011000,Powiat sokólski,2021,males,"lower secondary, primary, primary not completed and without school education",1697
3647,2012000,Powiat suwalski,2021,males,"lower secondary, primary, primary not completed and without school education",1366
3648,2013000,Powiat wysokomazowiecki,2021,males,"lower secondary, primary, primary not completed and without school education",1333
3649,2014000,Powiat zambrowski,2021,males,"lower secondary, primary, primary not completed and without school education",1192
3650,2061000,City with powiat status Białystok,2021,males,"lower secondary, primary, primary not completed and without school education",2850
3651,2062000,City with powiat status Łomża,2021,males,"lower secondary, primary, primary not completed and without school education",776
3652,2063000,City with powiat status Suwałki,2021,males,"lower secondary, primary, primary not completed and without school education",1374
3653,2201000,Powiat bytowski,2021,males,"lower secondary, primary, primary not completed and without school education",2301
3654,2202000,Powiat chojnicki,2021,males,"lower secondary, primary, primary not completed and without school education",1962
3655,2203000,Powiat człuchowski,2021,males,"lower secondary, primary, primary not completed and without school education",1467
3656,2204000,Powiat gdański,2021,males,"lower secondary, primary, primary not completed and without school education",2472
3657,2205000,Powiat kartuski,2021,males,"lower secondary, primary, primary not completed and without school education",3865
3658,2206000,Powiat kościerski,2021,males,"lower secondary, primary, primary not completed and without school education",1592
3659,2207000,Powiat kwidzyński,2021,males,"lower secondary, primary, primary not completed and without school education",1713
3660,2208000,Powiat lęborski,2021,males,"lower secondary, primary, primary not completed and without school education",1461
3661,2209000,Powiat malborski,2021,males,"lower secondary, primary, primary not completed and without school education",1196
3662,2210000,Powiat nowodworski,2021,males,"lower secondary, primary, primary not completed and without school education",837
3663,2211000,Powiat pucki,2021,males,"lower secondary, primary, primary not completed and without school education",1769
3664,2212000,Powiat słupski,2021,males,"lower secondary, primary, primary not completed and without school education",2733
3665,2213000,Powiat starogardzki,2021,males,"lower secondary, primary, primary not completed and without school education",2915
3666,2214000,Powiat tczewski,2021,males,"lower secondary, primary, primary not completed and without school education",2439
3667,2215000,Powiat wejherowski,2021,males,"lower secondary, primary, primary not completed and without school education",5317
3668,2216000,Powiat sztumski,2021,males,"lower secondary, primary, primary not completed and without school education",1087
3669,2261000,City with powiat status Gdańsk,2021,males,"lower secondary, primary, primary not completed and without school education",5056
3670,2262000,City with powiat status Gdynia,2021,males,"lower secondary, primary, primary not completed and without school education",2450
3671,2263000,City with powiat status Słupsk,2021,males,"lower secondary, primary, primary not completed and without school education",1128
3672,2264000,City with powiat status Sopot,2021,males,"lower secondary, primary, primary not completed and without school education",290
3673,2401000,Powiat będziński,2021,males,"lower secondary, primary, primary not completed and without school education",1765
3674,2402000,Powiat bielski,2021,males,"lower secondary, primary, primary not completed and without school education",2108
3675,2403000,Powiat cieszyński,2021,males,"lower secondary, primary, primary not completed and without school education",2733
3676,2404000,Powiat częstochowski,2021,males,"lower secondary, primary, primary not completed and without school education",2086
3677,2405000,Powiat gliwicki,2021,males,"lower secondary, primary, primary not completed and without school education",1523
3678,2406000,Powiat kłobucki,2021,males,"lower secondary, primary, primary not completed and without school education",1062
3679,2407000,Powiat lubliniecki,2021,males,"lower secondary, primary, primary not completed and without school education",1219
3680,2408000,Powiat mikołowski,2021,males,"lower secondary, primary, primary not completed and without school education",938
3681,2409000,Powiat myszkowski,2021,males,"lower secondary, primary, primary not completed and without school education",965
3682,2410000,Powiat pszczyński,2021,males,"lower secondary, primary, primary not completed and without school education",1433
3683,2411000,Powiat raciborski,2021,males,"lower secondary, primary, primary not completed and without school education",1660
3684,2412000,Powiat rybnicki,2021,males,"lower secondary, primary, primary not completed and without school education",997
3685,2413000,Powiat tarnogórski,2021,males,"lower secondary, primary, primary not completed and without school education",1646
3686,2414000,Powiat bieruńsko-lędziński,2021,males,"lower secondary, primary, primary not completed and without school education",779
3687,2415000,Powiat wodzisławski,2021,males,"lower secondary, primary, primary not completed and without school education",1973
3688,2416000,Powiat zawierciański,2021,males,"lower secondary, primary, primary not completed and without school education",1270
3689,2417000,Powiat żywiecki,2021,males,"lower secondary, primary, primary not completed and without school education",2108
3690,2461000,City with powiat status Bielsko-Biała,2021,males,"lower secondary, primary, primary not completed and without school education",2152
3691,2462000,City with powiat status Bytom,2021,males,"lower secondary, primary, primary not completed and without school education",2474
3692,2463000,City with powiat status Chorzów,2021,males,"lower secondary, primary, primary not completed and without school education",1887
3693,2464000,City with powiat status Częstochowa,2021,males,"lower secondary, primary, primary not completed and without school education",2384
3694,2465000,City with powiat status Dąbrowa Górnicza,2021,males,"lower secondary, primary, primary not completed and without school education",1369
3695,2466000,City with powiat status Gliwice,2021,males,"lower secondary, primary, primary not completed and without school education",2420
3696,2467000,City with powiat status Jastrzębie-Zdrój,2021,males,"lower secondary, primary, primary not completed and without school education",1391
3697,2468000,City with powiat status Jaworzno,2021,males,"lower secondary, primary, primary not completed and without school education",1079
3698,2469000,City with powiat status Katowice,2021,males,"lower secondary, primary, primary not completed and without school education",3605
3699,2470000,City with powiat status Mysłowice,2021,males,"lower secondary, primary, primary not completed and without school education",963
3700,2471000,City with powiat status Piekary Śląskie,2021,males,"lower secondary, primary, primary not completed and without school education",725
3701,2472000,City with powiat status Ruda Śląska,2021,males,"lower secondary, primary, primary not completed and without school education",2248
3702,2473000,City with powiat status Rybnik,2021,males,"lower secondary, primary, primary not completed and without school education",1792
3703,2474000,City with powiat status Siemianowice Śląskie,2021,males,"lower secondary, primary, primary not completed and without school education",966
3704,2475000,City with powiat status Sosnowiec,2021,males,"lower secondary, primary, primary not completed and without school education",2441
3705,2476000,City with powiat status Świętochłowice,2021,males,"lower secondary, primary, primary not completed and without school education",1001
3706,2477000,City with powiat status Tychy,2021,males,"lower secondary, primary, primary not completed and without school education",1482
3707,2478000,City with powiat status Zabrze,2021,males,"lower secondary, primary, primary not completed and without school education",3006
3708,2479000,City with powiat status Żory,2021,males,"lower secondary, primary, primary not completed and without school education",919
3709,2601000,Powiat buski,2021,males,"lower secondary, primary, primary not completed and without school education",1130
3710,2602000,Powiat jędrzejowski,2021,males,"lower secondary, primary, primary not completed and without school education",1548
3711,2603000,Powiat kazimierski,2021,males,"lower secondary, primary, primary not completed and without school education",711
3712,2604000,Powiat kielecki,2021,males,"lower secondary, primary, primary not completed and without school education",4173
3713,2605000,Powiat konecki,2021,males,"lower secondary, primary, primary not completed and without school education",1520
3714,2606000,Powiat opatowski,2021,males,"lower secondary, primary, primary not completed and without school education",973
3715,2607000,Powiat ostrowiecki,2021,males,"lower secondary, primary, primary not completed and without school education",1462
3716,2608000,Powiat pińczowski,2021,males,"lower secondary, primary, primary not completed and without school education",600
3717,2609000,Powiat sandomierski,2021,males,"lower secondary, primary, primary not completed and without school education",1006
3718,2610000,Powiat skarżyski,2021,males,"lower secondary, primary, primary not completed and without school education",621
3719,2611000,Powiat starachowicki,2021,males,"lower secondary, primary, primary not completed and without school education",1172
3720,2612000,Powiat staszowski,2021,males,"lower secondary, primary, primary not completed and without school education",1093
3721,2613000,Powiat włoszczowski,2021,males,"lower secondary, primary, primary not completed and without school education",940
3722,2661000,City with powiat status Kielce,2021,males,"lower secondary, primary, primary not completed and without school education",1456
3723,2801000,Powiat bartoszycki,2021,males,"lower secondary, primary, primary not completed and without school education",1349
3724,2802000,Powiat braniewski,2021,males,"lower secondary, primary, primary not completed and without school education",1055
3725,2803000,Powiat działdowski,2021,males,"lower secondary, primary, primary not completed and without school education",1866
3726,2804000,Powiat elbląski,2021,males,"lower secondary, primary, primary not completed and without school education",1629
3727,2805000,Powiat ełcki,2021,males,"lower secondary, primary, primary not completed and without school education",2157
3728,2806000,Powiat giżycki,2021,males,"lower secondary, primary, primary not completed and without school education",1500
3729,2807000,Powiat iławski,2021,males,"lower secondary, primary, primary not completed and without school education",2536
3730,2808000,Powiat kętrzyński,2021,males,"lower secondary, primary, primary not completed and without school education",1246
3731,2809000,Powiat lidzbarski,2021,males,"lower secondary, primary, primary not completed and without school education",858
3732,2810000,Powiat mrągowski,2021,males,"lower secondary, primary, primary not completed and without school education",1389
3733,2811000,Powiat nidzicki,2021,males,"lower secondary, primary, primary not completed and without school education",1310
3734,2812000,Powiat nowomiejski,2021,males,"lower secondary, primary, primary not completed and without school education",1235
3735,2813000,Powiat olecki,2021,males,"lower secondary, primary, primary not completed and without school education",1074
3736,2814000,Powiat olsztyński,2021,males,"lower secondary, primary, primary not completed and without school education",3332
3737,2815000,Powiat ostródzki,2021,males,"lower secondary, primary, primary not completed and without school education",3372
3738,2816000,Powiat piski,2021,males,"lower secondary, primary, primary not completed and without school education",1978
3739,2817000,Powiat szczycieński,2021,males,"lower secondary, primary, primary not completed and without school education",2346
3740,2818000,Powiat gołdapski,2021,males,"lower secondary, primary, primary not completed and without school education",901
3741,2819000,Powiat węgorzewski,2021,males,"lower secondary, primary, primary not completed and without school education",531
3742,2861000,City with powiat status Elbląg,2021,males,"lower secondary, primary, primary not completed and without school education",1550
3743,2862000,City with powiat status Olsztyn,2021,males,"lower secondary, primary, primary not completed and without school education",1984
3744,3001000,Powiat chodzieski,2021,males,"lower secondary, primary, primary not completed and without school education",1058
3745,3002000,Powiat czarnkowsko-trzcianecki,2021,males,"lower secondary, primary, primary not completed and without school education",1936
3746,3003000,Powiat gnieźnieński,2021,males,"lower secondary, primary, primary not completed and without school education",2687
3747,3004000,Powiat gostyński,2021,males,"lower secondary, primary, primary not completed and without school education",1538
3748,3005000,Powiat grodziski,2021,males,"lower secondary, primary, primary not completed and without school education",1269
3749,3006000,Powiat jarociński,2021,males,"lower secondary, primary, primary not completed and without school education",1303
3750,3007000,Powiat kaliski,2021,males,"lower secondary, primary, primary not completed and without school education",2469
3751,3008000,Powiat kępiński,2021,males,"lower secondary, primary, primary not completed and without school education",1160
3752,3009000,Powiat kolski,2021,males,"lower secondary, primary, primary not completed and without school education",1974
3753,3010000,Powiat koniński,2021,males,"lower secondary, primary, primary not completed and without school education",2855
3754,3011000,Powiat kościański,2021,males,"lower secondary, primary, primary not completed and without school education",1543
3755,3012000,Powiat krotoszyński,2021,males,"lower secondary, primary, primary not completed and without school education",1362
3756,3013000,Powiat leszczyński,2021,males,"lower secondary, primary, primary not completed and without school education",1073
3757,3014000,Powiat międzychodzki,2021,males,"lower secondary, primary, primary not completed and without school education",915
3758,3015000,Powiat nowotomyski,2021,males,"lower secondary, primary, primary not completed and without school education",1430
3759,3016000,Powiat obornicki,2021,males,"lower secondary, primary, primary not completed and without school education",1449
3760,3017000,Powiat ostrowski,2021,males,"lower secondary, primary, primary not completed and without school education",2129
3761,3018000,Powiat ostrzeszowski,2021,males,"lower secondary, primary, primary not completed and without school education",996
3762,3019000,Powiat pilski,2021,males,"lower secondary, primary, primary not completed and without school education",2620
3763,3020000,Powiat pleszewski,2021,males,"lower secondary, primary, primary not completed and without school education",1063
3764,3021000,Powiat poznański,2021,males,"lower secondary, primary, primary not completed and without school education",5954
3765,3022000,Powiat rawicki,2021,males,"lower secondary, primary, primary not completed and without school education",1206
3766,3023000,Powiat słupecki,2021,males,"lower secondary, primary, primary not completed and without school education",1199
3767,3024000,Powiat szamotulski,2021,males,"lower secondary, primary, primary not completed and without school education",2032
3768,3025000,Powiat średzki,2021,males,"lower secondary, primary, primary not completed and without school education",1340
3769,3026000,Powiat śremski,2021,males,"lower secondary, primary, primary not completed and without school education",1196
3770,3027000,Powiat turecki,2021,males,"lower secondary, primary, primary not completed and without school education",1861
3771,3028000,Powiat wągrowiecki,2021,males,"lower secondary, primary, primary not completed and without school education",1787
3772,3029000,Powiat wolsztyński,2021,males,"lower secondary, primary, primary not completed and without school education",1179
3773,3030000,Powiat wrzesiński,2021,males,"lower secondary, primary, primary not completed and without school education",1470
3774,3031000,Powiat złotowski,2021,males,"lower secondary, primary, primary not completed and without school education",1836
3775,3061000,City with powiat status Kalisz,2021,males,"lower secondary, primary, primary not completed and without school education",1645
3776,3062000,City with powiat status Konin,2021,males,"lower secondary, primary, primary not completed and without school education",782
3777,3063000,City with powiat status Leszno,2021,males,"lower secondary, primary, primary not completed and without school education",774
3778,3064000,City with powiat status Poznań,2021,males,"lower secondary, primary, primary not completed and without school education",6071
3779,3201000,Powiat białogardzki,2021,males,"lower secondary, primary, primary not completed and without school education",1282
3780,3202000,Powiat choszczeński,2021,males,"lower secondary, primary, primary not completed and without school education",1476
3781,3203000,Powiat drawski,2021,males,"lower secondary, primary, primary not completed and without school education",1325
3782,3204000,Powiat goleniowski,2021,males,"lower secondary, primary, primary not completed and without school education",2181
3783,3205000,Powiat gryficki,2021,males,"lower secondary, primary, primary not completed and without school education",1215
3784,3206000,Powiat gryfiński,2021,males,"lower secondary, primary, primary not completed and without school education",2107
3785,3207000,Powiat kamieński,2021,males,"lower secondary, primary, primary not completed and without school education",1148
3786,3208000,Powiat kołobrzeski,2021,males,"lower secondary, primary, primary not completed and without school education",1518
3787,3209000,Powiat koszaliński,2021,males,"lower secondary, primary, primary not completed and without school education",2056
3788,3210000,Powiat myśliborski,2021,males,"lower secondary, primary, primary not completed and without school education",1632
3789,3211000,Powiat policki,2021,males,"lower secondary, primary, primary not completed and without school education",1368
3790,3212000,Powiat pyrzycki,2021,males,"lower secondary, primary, primary not completed and without school education",975
3791,3213000,Powiat sławieński,2021,males,"lower secondary, primary, primary not completed and without school education",1411
3792,3214000,Powiat stargardzki,2021,males,"lower secondary, primary, primary not completed and without school education",2405
3793,3215000,Powiat szczecinecki,2021,males,"lower secondary, primary, primary not completed and without school education",1604
3794,3216000,Powiat świdwiński,2021,males,"lower secondary, primary, primary not completed and without school education",954
3795,3217000,Powiat wałecki,2021,males,"lower secondary, primary, primary not completed and without school education",1237
3796,3218000,Powiat łobeski,2021,males,"lower secondary, primary, primary not completed and without school education",1092
3797,3261000,City with powiat status Koszalin,2021,males,"lower secondary, primary, primary not completed and without school education",1539
3798,3262000,City with powiat status Szczecin,2021,males,"lower secondary, primary, primary not completed and without school education",4829
3799,3263000,City with powiat status Świnoujście,2021,males,"lower secondary, primary, primary not completed and without school education",633
3800,201000,Powiat bolesławiecki,2021,females,total,17923
3801,202000,Powiat dzierżoniowski,2021,females,total,18419
3802,203000,Powiat głogowski,2021,females,total,16263
3803,204000,Powiat górowski,2021,females,total,5931
3804,205000,Powiat jaworski,2021,females,total,9426
3805,206000,Powiat karkonoski,2021,females,total,12277
3806,207000,Powiat kamiennogórski,2021,females,total,7880
3807,208000,Powiat kłodzki,2021,females,total,28399
3808,209000,Powiat legnicki,2021,females,total,11015
3809,210000,Powiat lubański,2021,females,total,10036
3810,211000,Powiat lubiński,2021,females,total,20105
3811,212000,Powiat lwówecki,2021,females,total,7928
3812,213000,Powiat milicki,2021,females,total,7109
3813,214000,Powiat oleśnicki,2021,females,total,23173
3814,215000,Powiat oławski,2021,females,total,17079
3815,216000,Powiat polkowicki,2021,females,total,11707
3816,217000,Powiat strzeliński,2021,females,total,8545
3817,218000,Powiat średzki,2021,females,total,13020
3818,219000,Powiat świdnicki,2021,females,total,30870
3819,220000,Powiat trzebnicki,2021,females,total,18881
3820,221000,Powiat wałbrzyski,2021,females,total,9889
3821,222000,Powiat wołowski,2021,females,total,9191
3822,223000,Powiat wrocławski,2021,females,total,43265
3823,224000,Powiat ząbkowicki,2021,females,total,11816
3824,225000,Powiat zgorzelecki,2021,females,total,17062
3825,226000,Powiat złotoryjski,2021,females,total,7844
3826,261000,City with powiat status Jelenia Góra,2021,females,total,15935
3827,262000,City with powiat status Legnica,2021,females,total,19800
3828,264000,City with powiat status Wrocław,2021,females,total,171552
3829,265000,City with powiat status Wałbrzych since 2013,2021,females,total,19339
3830,401000,Powiat aleksandrowski,2021,females,total,10283
3831,402000,Powiat brodnicki,2021,females,total,15196
3832,403000,Powiat bydgoski,2021,females,total,26533
3833,404000,Powiat chełmiński,2021,females,total,9346
3834,405000,Powiat golubsko-dobrzyński,2021,females,total,8248
3835,406000,Powiat grudziądzki,2021,females,total,7221
3836,407000,Powiat inowrocławski,2021,females,total,29188
3837,408000,Powiat lipnowski,2021,females,total,11229
3838,409000,Powiat mogileński,2021,females,total,8231
3839,410000,Powiat nakielski,2021,females,total,15831
3840,411000,Powiat radziejowski,2021,females,total,7170
3841,412000,Powiat rypiński,2021,females,total,7706
3842,413000,Powiat sępoleński,2021,females,total,7285
3843,414000,Powiat świecki,2021,females,total,18071
3844,415000,Powiat toruński,2021,females,total,22522
3845,416000,Powiat tucholski,2021,females,total,8851
3846,417000,Powiat wąbrzeski,2021,females,total,5932
3847,418000,Powiat włocławski,2021,females,total,15710
3848,419000,Powiat żniński,2021,females,total,12500
3849,461000,City with powiat status Bydgoszcz,2021,females,total,72088
3850,462000,City with powiat status Grudziądz,2021,females,total,16880
3851,463000,City with powiat status Toruń,2021,females,total,43188
3852,464000,City with powiat status Włocławek,2021,females,total,20075
3853,601000,Powiat bialski,2021,females,total,20083
3854,602000,Powiat biłgorajski,2021,females,total,18979
3855,603000,Powiat chełmski,2021,females,total,13030
3856,604000,Powiat hrubieszowski,2021,females,total,10524
3857,605000,Powiat janowski,2021,females,total,8302
3858,606000,Powiat krasnostawski,2021,females,total,10961
3859,607000,Powiat kraśnicki,2021,females,total,17410
3860,608000,Powiat lubartowski,2021,females,total,16975
3861,609000,Powiat lubelski,2021,females,total,35303
3862,610000,Powiat łęczyński,2021,females,total,11261
3863,611000,Powiat łukowski,2021,females,total,20365
3864,612000,Powiat opolski,2021,females,total,11211
3865,613000,Powiat parczewski,2021,females,total,6155
3866,614000,Powiat puławski,2021,females,total,22000
3867,615000,Powiat radzyński,2021,females,total,11010
3868,616000,Powiat rycki,2021,females,total,10394
3869,617000,Powiat świdnicki,2021,females,total,14328
3870,618000,Powiat tomaszowski,2021,females,total,14893
3871,619000,Powiat włodawski,2021,females,total,6303
3872,620000,Powiat zamojski,2021,females,total,19492
3873,661000,City with powiat status Biała Podlaska,2021,females,total,11443
3874,662000,City with powiat status Chełm,2021,females,total,11400
3875,663000,City with powiat status Lublin,2021,females,total,76007
3876,664000,City with powiat status Zamość,2021,females,total,11847
3877,801000,Powiat gorzowski,2021,females,total,15115
