,code,powiat,year,sex,education,count
518,1402000,Powiat ciechanowski,2021,total,tertiary,13310
519,1403000,Powiat garwoliński,2021,total,tertiary,13763
520,1404000,Powiat gostyniński,2021,total,tertiary,5186
521,1405000,Powiat grodziski,2021,total,tertiary,22410
522,1406000,Powiat grójecki,2021,total,tertiary,13862
523,1407000,Powiat kozienicki,2021,total,tertiary,7664
524,1408000,Powiat legionowski,2021,total,tertiary,29308
525,1409000,Powiat lipski,2021,total,tertiary,3754
526,1410000,Powiat łosicki,2021,total,tertiary,3643
527,1411000,Powiat makowski,2021,total,tertiary,5041
528,1412000,Powiat miński,2021,total,tertiary,27984
529,1413000,Powiat mławski,2021,total,tertiary,8121
530,1414000,Powiat nowodworski,2021,total,tertiary,12424
531,1415000,Powiat ostrołęcki,2021,total,tertiary,10079
532,1416000,Powiat ostrowski,2021,total,tertiary,8283
533,1417000,Powiat otwocki,2021,total,tertiary,24315
534,1418000,Powiat piaseczyński,2021,total,tertiary,52974
535,1419000,Powiat płocki,2021,total,tertiary,14186
536,1420000,Powiat płoński,2021,total,tertiary,10357
537,1421000,Powiat pruszkowski,2021,total,tertiary,43670
538,1422000,Powiat przasnyski,2021,total,tertiary,6028
539,1423000,Powiat przysuski,2021,total,tertiary,4397
540,1424000,Powiat pułtuski,2021,total,tertiary,6867
541,1425000,Powiat radomski,2021,total,tertiary,19843
542,1426000,Powiat siedlecki,2021,total,tertiary,10340
543,1427000,Powiat sierpecki,2021,total,tertiary,5586
544,1428000,Powiat sochaczewski,2021,total,tertiary,12426
545,1429000,Powiat sokołowski,2021,total,tertiary,6761
546,1430000,Powiat szydłowiecki,2021,total,tertiary,4304
547,1432000,Powiat warszawski zachodni,2021,total,tertiary,31604
548,1433000,Powiat węgrowski,2021,total,tertiary,6875
549,1434000,Powiat wołomiński,2021,total,tertiary,54017
550,1435000,Powiat wyszkowski,2021,total,tertiary,9950
551,1436000,Powiat zwoleński,2021,total,tertiary,3889
552,1437000,Powiat żuromiński,2021,total,tertiary,3838
553,1438000,Powiat żyrardowski,2021,total,tertiary,11806
554,1461000,City with powiat status Ostrołęka,2021,total,tertiary,8845
555,1462000,City with powiat status Płock,2021,total,tertiary,21039
556,1463000,City with powiat status Radom,2021,total,tertiary,37176
557,1464000,City with powiat status Siedlce,2021,total,tertiary,16976
558,1465000,City with powiat status Capital City Warszawa,2021,total,tertiary,605800
559,1601000,Powiat brzeski,2021,total,tertiary,10879
560,1602000,Powiat głubczycki,2021,total,tertiary,4401
561,1603000,Powiat kędzierzyńsko-kozielski,2021,total,tertiary,10742
562,1604000,Powiat kluczborski,2021,total,tertiary,6839
563,1605000,Powiat krapkowicki,2021,total,tertiary,6875
564,1606000,Powiat namysłowski,2021,total,tertiary,4800
565,1607000,Powiat nyski,2021,total,tertiary,15075
566,1608000,Powiat oleski,2021,total,tertiary,6691
567,1609000,Powiat opolski,2021,total,tertiary,15864
568,1610000,Powiat prudnicki,2021,total,tertiary,5712
569,1611000,Powiat strzelecki,2021,total,tertiary,7797
570,1661000,City with powiat status Opole,2021,total,tertiary,30175
571,1801000,Powiat bieszczadzki,2021,total,tertiary,2383
572,1802000,Powiat brzozowski,2021,total,tertiary,7043
573,1803000,Powiat dębicki,2021,total,tertiary,15805
574,1804000,Powiat jarosławski,2021,total,tertiary,14866
575,1805000,Powiat jasielski,2021,total,tertiary,12828
576,1806000,Powiat kolbuszowski,2021,total,tertiary,6331
577,1807000,Powiat krośnieński,2021,total,tertiary,13838
578,1808000,Powiat leżajski,2021,total,tertiary,7727
579,1809000,Powiat lubaczowski,2021,total,tertiary,6193
580,1810000,Powiat łańcucki,2021,total,tertiary,12089
581,1811000,Powiat mielecki,2021,total,tertiary,17006
582,1812000,Powiat niżański,2021,total,tertiary,7046
583,1813000,Powiat przemyski,2021,total,tertiary,8126
584,1814000,Powiat przeworski,2021,total,tertiary,9326
585,1815000,Powiat ropczycko-sędziszowski,2021,total,tertiary,8769
586,1816000,Powiat rzeszowski,2021,total,tertiary,26868
587,1817000,Powiat sanocki,2021,total,tertiary,11811
588,1818000,Powiat stalowowolski,2021,total,tertiary,13722
589,1819000,Powiat strzyżowski,2021,total,tertiary,6871
590,1820000,Powiat tarnobrzeski,2021,total,tertiary,6016
591,1821000,Powiat leski,2021,total,tertiary,3091
592,1861000,City with powiat status Krosno,2021,total,tertiary,8230
593,1862000,City with powiat status Przemyśl,2021,total,tertiary,9673
594,1863000,City with powiat status Rzeszów,2021,total,tertiary,53222
595,1864000,City with powiat status Tarnobrzeg,2021,total,tertiary,7738
596,2001000,Powiat augustowski,2021,total,tertiary,6667
597,2002000,Powiat białostocki,2021,total,tertiary,25333
598,2003000,Powiat bielski,2021,total,tertiary,6679
599,2004000,Powiat grajewski,2021,total,tertiary,4366
600,2005000,Powiat hajnowski,2021,total,tertiary,5175
601,2006000,Powiat kolneński,2021,total,tertiary,3562
602,2007000,Powiat łomżyński,2021,total,tertiary,5305
603,2008000,Powiat moniecki,2021,total,tertiary,3474
604,2009000,Powiat sejneński,2021,total,tertiary,2432
605,2010000,Powiat siemiatycki,2021,total,tertiary,4605
606,2011000,Powiat sokólski,2021,total,tertiary,6658
607,2012000,Powiat suwalski,2021,total,tertiary,3973
608,2013000,Powiat wysokomazowiecki,2021,total,tertiary,6486
609,2014000,Powiat zambrowski,2021,total,tertiary,5042
610,2061000,City with powiat status Białystok,2021,total,tertiary,67211
611,2062000,City with powiat status Łomża,2021,total,tertiary,10449
612,2063000,City with powiat status Suwałki,2021,total,tertiary,11154
613,2201000,Powiat bytowski,2021,total,tertiary,7495
614,2202000,Powiat chojnicki,2021,total,tertiary,9901
615,2203000,Powiat człuchowski,2021,total,tertiary,5057
616,2204000,Powiat gdański,2021,total,tertiary,23374
617,2205000,Powiat kartuski,2021,total,tertiary,20121
618,2206000,Powiat kościerski,2021,total,tertiary,7232
619,2207000,Powiat kwidzyński,2021,total,tertiary,8353
620,2208000,Powiat lęborski,2021,total,tertiary,7212
621,2209000,Powiat malborski,2021,total,tertiary,7198
622,2210000,Powiat nowodworski,2021,total,tertiary,3224
623,2211000,Powiat pucki,2021,total,tertiary,12194
624,2212000,Powiat słupski,2021,total,tertiary,10897
625,2213000,Powiat starogardzki,2021,total,tertiary,12988
626,2214000,Powiat tczewski,2021,total,tertiary,12849
627,2215000,Powiat wejherowski,2021,total,tertiary,32285
628,2216000,Powiat sztumski,2021,total,tertiary,3285
629,2261000,City with powiat status Gdańsk,2021,total,tertiary,125799
630,2262000,City with powiat status Gdynia,2021,total,tertiary,56367
631,2263000,City with powiat status Słupsk,2021,total,tertiary,14047
632,2264000,City with powiat status Sopot,2021,total,tertiary,7923
633,2401000,Powiat będziński,2021,total,tertiary,25317
634,2402000,Powiat bielski,2021,total,tertiary,24973
635,2403000,Powiat cieszyński,2021,total,tertiary,22845
636,2404000,Powiat częstochowski,2021,total,tertiary,17766
637,2405000,Powiat gliwicki,2021,total,tertiary,15463
638,2406000,Powiat kłobucki,2021,total,tertiary,10662
639,2407000,Powiat lubliniecki,2021,total,tertiary,9268
640,2408000,Powiat mikołowski,2021,total,tertiary,17020
641,2409000,Powiat myszkowski,2021,total,tertiary,9781
642,2410000,Powiat pszczyński,2021,total,tertiary,15394
643,2411000,Powiat raciborski,2021,total,tertiary,12388
644,2412000,Powiat rybnicki,2021,total,tertiary,8884
645,2413000,Powiat tarnogórski,2021,total,tertiary,23080
646,2414000,Powiat bieruńsko-lędziński,2021,total,tertiary,8956
647,2415000,Powiat wodzisławski,2021,total,tertiary,18004
648,2416000,Powiat zawierciański,2021,total,tertiary,16513
649,2417000,Powiat żywiecki,2021,total,tertiary,19397
650,2461000,City with powiat status Bielsko-Biała,2021,total,tertiary,30993
651,2462000,City with powiat status Bytom,2021,total,tertiary,19085
652,2463000,City with powiat status Chorzów,2021,total,tertiary,15291
653,2464000,City with powiat status Częstochowa,2021,total,tertiary,38982
654,2465000,City with powiat status Dąbrowa Górnicza,2021,total,tertiary,19703
655,2466000,City with powiat status Gliwice,2021,total,tertiary,33696
656,2467000,City with powiat status Jastrzębie-Zdrój,2021,total,tertiary,9188
657,2468000,City with powiat status Jaworzno,2021,total,tertiary,13888
658,2469000,City with powiat status Katowice,2021,total,tertiary,62230
659,2470000,City with powiat status Mysłowice,2021,total,tertiary,11788
660,2471000,City with powiat status Piekary Śląskie,2021,total,tertiary,7073
661,2472000,City with powiat status Ruda Śląska,2021,total,tertiary,17800
662,2473000,City with powiat status Rybnik,2021,total,tertiary,18185
663,2474000,City with powiat status Siemianowice Śląskie,2021,total,tertiary,9710
664,2475000,City with powiat status Sosnowiec,2021,total,tertiary,30572
665,2476000,City with powiat status Świętochłowice,2021,total,tertiary,5606
666,2477000,City with powiat status Tychy,2021,total,tertiary,21270
667,2478000,City with powiat status Zabrze,2021,total,tertiary,20571
668,2479000,City with powiat status Żory,2021,total,tertiary,8038
669,2601000,Powiat buski,2021,total,tertiary,9118
670,2602000,Powiat jędrzejowski,2021,total,tertiary,10834
671,2603000,Powiat kazimierski,2021,total,tertiary,3040
672,2604000,Powiat kielecki,2021,total,tertiary,32240
673,2605000,Powiat konecki,2021,total,tertiary,9005
674,2606000,Powiat opatowski,2021,total,tertiary,5497
675,2607000,Powiat ostrowiecki,2021,total,tertiary,12926
676,2608000,Powiat pińczowski,2021,total,tertiary,4769
677,2609000,Powiat sandomierski,2021,total,tertiary,10473
678,2610000,Powiat skarżyski,2021,total,tertiary,10440
679,2611000,Powiat starachowicki,2021,total,tertiary,11461
680,2612000,Powiat staszowski,2021,total,tertiary,9142
681,2613000,Powiat włoszczowski,2021,total,tertiary,5465
682,2661000,City with powiat status Kielce,2021,total,tertiary,44960
683,2801000,Powiat bartoszycki,2021,total,tertiary,5276
684,2802000,Powiat braniewski,2021,total,tertiary,3896
685,2803000,Powiat działdowski,2021,total,tertiary,6281
686,2804000,Powiat elbląski,2021,total,tertiary,5006
687,2805000,Powiat ełcki,2021,total,tertiary,10589
688,2806000,Powiat giżycki,2021,total,tertiary,6802
689,2807000,Powiat iławski,2021,total,tertiary,9543
690,2808000,Powiat kętrzyński,2021,total,tertiary,5861
691,2809000,Powiat lidzbarski,2021,total,tertiary,4023
692,2810000,Powiat mrągowski,2021,total,tertiary,5088
693,2811000,Powiat nidzicki,2021,total,tertiary,2907
694,2812000,Powiat nowomiejski,2021,total,tertiary,3657
695,2813000,Powiat olecki,2021,total,tertiary,3426
696,2814000,Powiat olsztyński,2021,total,tertiary,19736
697,2815000,Powiat ostródzki,2021,total,tertiary,9923
698,2816000,Powiat piski,2021,total,tertiary,4875
699,2817000,Powiat szczycieński,2021,total,tertiary,7426
700,2818000,Powiat gołdapski,2021,total,tertiary,2506
701,2819000,Powiat węgorzewski,2021,total,tertiary,2218
702,2861000,City with powiat status Elbląg,2021,total,tertiary,17249
703,2862000,City with powiat status Olsztyn,2021,total,tertiary,40550
704,3001000,Powiat chodzieski,2021,total,tertiary,4789
705,3002000,Powiat czarnkowsko-trzcianecki,2021,total,tertiary,9046
706,3003000,Powiat gnieźnieński,2021,total,tertiary,17502
707,3004000,Powiat gostyński,2021,total,tertiary,7877
708,3005000,Powiat grodziski,2021,total,tertiary,5127
709,3006000,Powiat jarociński,2021,total,tertiary,7951
710,3007000,Powiat kaliski,2021,total,tertiary,10480
711,3008000,Powiat kępiński,2021,total,tertiary,6072
712,3009000,Powiat kolski,2021,total,tertiary,8608
713,3010000,Powiat koniński,2021,total,tertiary,15065
714,3011000,Powiat kościański,2021,total,tertiary,9564
715,3012000,Powiat krotoszyński,2021,total,tertiary,8394
716,3013000,Powiat leszczyński,2021,total,tertiary,7275
717,3014000,Powiat międzychodzki,2021,total,tertiary,3247
718,3015000,Powiat nowotomyski,2021,total,tertiary,8714
719,3016000,Powiat obornicki,2021,total,tertiary,6440
720,3017000,Powiat ostrowski,2021,total,tertiary,20847
721,3018000,Powiat ostrzeszowski,2021,total,tertiary,6069
722,3019000,Powiat pilski,2021,total,tertiary,17501
723,3020000,Powiat pleszewski,2021,total,tertiary,7172
724,3021000,Powiat poznański,2021,total,tertiary,96959
725,3022000,Powiat rawicki,2021,total,tertiary,6259
726,3023000,Powiat słupecki,2021,total,tertiary,6609
727,3024000,Powiat szamotulski,2021,total,tertiary,11200
728,3025000,Powiat średzki,2021,total,tertiary,8030
729,3026000,Powiat śremski,2021,total,tertiary,7696
730,3027000,Powiat turecki,2021,total,tertiary,10065
731,3028000,Powiat wągrowiecki,2021,total,tertiary,6995
732,3029000,Powiat wolsztyński,2021,total,tertiary,6033
733,3030000,Powiat wrzesiński,2021,total,tertiary,10361
734,3031000,Powiat złotowski,2021,total,tertiary,6514
735,3061000,City with powiat status Kalisz,2021,total,tertiary,15691
736,3062000,City with powiat status Konin,2021,total,tertiary,10895
737,3063000,City with powiat status Leszno,2021,total,tertiary,10559
738,3064000,City with powiat status Poznań,2021,total,tertiary,148230
739,3201000,Powiat białogardzki,2021,total,tertiary,4236
740,3202000,Powiat choszczeński,2021,total,tertiary,4223
741,3203000,Powiat drawski,2021,total,tertiary,5251
742,3204000,Powiat goleniowski,2021,total,tertiary,9799
743,3205000,Powiat gryficki,2021,total,tertiary,5818
744,3206000,Powiat gryfiński,2021,total,tertiary,8167
745,3207000,Powiat kamieński,2021,total,tertiary,4545
746,3208000,Powiat kołobrzeski,2021,total,tertiary,9949
747,3209000,Powiat koszaliński,2021,total,tertiary,7872
748,3210000,Powiat myśliborski,2021,total,tertiary,6275
749,3211000,Powiat policki,2021,total,tertiary,18172
750,3212000,Powiat pyrzycki,2021,total,tertiary,3618
751,3213000,Powiat sławieński,2021,total,tertiary,5104
752,3214000,Powiat stargardzki,2021,total,tertiary,16073
753,3215000,Powiat szczecinecki,2021,total,tertiary,8044
754,3216000,Powiat świdwiński,2021,total,tertiary,4022
755,3217000,Powiat wałecki,2021,total,tertiary,5895
756,3218000,Powiat łobeski,2021,total,tertiary,2721
757,3261000,City with powiat status Koszalin,2021,total,tertiary,19641
758,3262000,City with powiat status Szczecin,2021,total,tertiary,85103
759,3263000,City with powiat status Świnoujście,2021,total,tertiary,5406
760,201000,Powiat bolesławiecki,2021,total,secondary and post-secondary - total,15604
761,202000,Powiat dzierżoniowski,2021,total,secondary and post-secondary - total,16804
762,203000,Powiat głogowski,2021,total,secondary and post-secondary - total,15055
763,204000,Powiat górowski,2021,total,secondary and post-secondary - total,5454
764,205000,Powiat jaworski,2021,total,secondary and post-secondary - total,8030
765,206000,Powiat karkonoski,2021,total,secondary and post-secondary - total,10094
766,207000,Powiat kamiennogórski,2021,total,secondary and post-secondary - total,6450
767,208000,Powiat kłodzki,2021,total,secondary and post-secondary - total,26156
768,209000,Powiat legnicki,2021,total,secondary and post-secondary - total,9932
769,210000,Powiat lubański,2021,total,secondary and post-secondary - total,9199
770,211000,Powiat lubiński,2021,total,secondary and post-secondary - total,17219
771,212000,Powiat lwówecki,2021,total,secondary and post-secondary - total,7092
772,213000,Powiat milicki,2021,total,secondary and post-secondary - total,6356
773,214000,Powiat oleśnicki,2021,total,secondary and post-secondary - total,20101
774,215000,Powiat oławski,2021,total,secondary and post-secondary - total,14856
775,216000,Powiat polkowicki,2021,total,secondary and post-secondary - total,10443
776,217000,Powiat strzeliński,2021,total,secondary and post-secondary - total,8422
777,218000,Powiat średzki,2021,total,secondary and post-secondary - total,10708
778,219000,Powiat świdnicki,2021,total,secondary and post-secondary - total,26575
779,220000,Powiat trzebnicki,2021,total,secondary and post-secondary - total,15138
