,code,powiat,year,sex,education,count
518,1402000,Powiat ciechanowski,2021,total,tertiary,16914
519,1403000,Powiat garwoliński,2021,total,tertiary,16512
520,1404000,Powiat gostyniński,2021,total,tertiary,6703
521,1405000,Powiat grodziski,2021,total,tertiary,27677
522,1406000,Powiat grójecki,2021,total,tertiary,16493
523,1407000,Powiat kozienicki,2021,total,tertiary,9831
524,1408000,Powiat legionowski,2021,total,tertiary,35789
525,1409000,Powiat lipski,2021,total,tertiary,4949
526,1410000,Powiat łosicki,2021,total,tertiary,4531
527,1411000,Powiat makowski,2021,total,tertiary,6430
528,1412000,Powiat miński,2021,total,tertiary,33574
529,1413000,Powiat mławski,2021,total,tertiary,10483
530,1414000,Powiat nowodworski,2021,total,tertiary,15264
531,1415000,Powiat ostrołęcki,2021,total,tertiary,12751
532,1416000,Powiat ostrowski,2021,total,tertiary,10505
533,1417000,Powiat otwocki,2021,total,tertiary,30327
534,1418000,Powiat piaseczyński,2021,total,tertiary,64674
535,1419000,Powiat płocki,2021,total,tertiary,17269
536,1420000,Powiat płoński,2021,total,tertiary,12678
537,1421000,Powiat pruszkowski,2021,total,tertiary,53727
538,1422000,Powiat przasnyski,2021,total,tertiary,7625
539,1423000,Powiat przysuski,2021,total,tertiary,5707
540,1424000,Powiat pułtuski,2021,total,tertiary,8691
541,1425000,Powiat radomski,2021,total,tertiary,25467
542,1426000,Powiat siedlecki,2021,total,tertiary,12364
543,1427000,Powiat sierpecki,2021,total,tertiary,7238
544,1428000,Powiat sochaczewski,2021,total,tertiary,14959
545,1429000,Powiat sokołowski,2021,total,tertiary,8327
546,1430000,Powiat szydłowiecki,2021,total,tertiary,5826
547,1432000,Powiat warszawski zachodni,2021,total,tertiary,38456
548,1433000,Powiat węgrowski,2021,total,tertiary,8455
549,1434000,Powiat wołomiński,2021,total,tertiary,63613
550,1435000,Powiat wyszkowski,2021,total,tertiary,12143
551,1436000,Powiat zwoleński,2021,total,tertiary,5046
552,1437000,Powiat żuromiński,2021,total,tertiary,4871
553,1438000,Powiat żyrardowski,2021,total,tertiary,14578
554,1461000,City with powiat status Ostrołęka,2021,total,tertiary,12079
555,1462000,City with powiat status Płock,2021,total,tertiary,27585
556,1463000,City with powiat status Radom,2021,total,tertiary,51159
557,1464000,City with powiat status Siedlce,2021,total,tertiary,21669
558,1465000,City with powiat status Capital City Warszawa,2021,total,tertiary,763230
559,1601000,Powiat brzeski,2021,total,tertiary,14802
560,1602000,Powiat głubczycki,2021,total,tertiary,6301
561,1603000,Powiat kędzierzyńsko-kozielski,2021,total,tertiary,15135
562,1604000,Powiat kluczborski,2021,total,tertiary,9627
563,1605000,Powiat krapkowicki,2021,total,tertiary,9493
564,1606000,Powiat namysłowski,2021,total,tertiary,6394
565,1607000,Powiat nyski,2021,total,tertiary,21499
566,1608000,Powiat oleski,2021,total,tertiary,9215
567,1609000,Powiat opolski,2021,total,tertiary,21503
568,1610000,Powiat prudnicki,2021,total,tertiary,8033
569,1611000,Powiat strzelecki,2021,total,tertiary,11018
570,1661000,City with powiat status Opole,2021,total,tertiary,40725
571,1801000,Powiat bieszczadzki,2021,total,tertiary,3351
572,1802000,Powiat brzozowski,2021,total,tertiary,9548
573,1803000,Powiat dębicki,2021,total,tertiary,21486
574,1804000,Powiat jarosławski,2021,total,tertiary,20221
575,1805000,Powiat jasielski,2021,total,tertiary,18028
576,1806000,Powiat kolbuszowski,2021,total,tertiary,8833
577,1807000,Powiat krośnieński,2021,total,tertiary,18420
578,1808000,Powiat leżajski,2021,total,tertiary,10940
579,1809000,Powiat lubaczowski,2021,total,tertiary,8574
580,1810000,Powiat łańcucki,2021,total,tertiary,15617
581,1811000,Powiat mielecki,2021,total,tertiary,22749
582,1812000,Powiat niżański,2021,total,tertiary,10141
583,1813000,Powiat przemyski,2021,total,tertiary,10695
584,1814000,Powiat przeworski,2021,total,tertiary,12346
585,1815000,Powiat ropczycko-sędziszowski,2021,total,tertiary,11280
586,1816000,Powiat rzeszowski,2021,total,tertiary,33391
587,1817000,Powiat sanocki,2021,total,tertiary,16413
588,1818000,Powiat stalowowolski,2021,total,tertiary,20096
589,1819000,Powiat strzyżowski,2021,total,tertiary,9170
590,1820000,Powiat tarnobrzeski,2021,total,tertiary,8096
591,1821000,Powiat leski,2021,total,tertiary,4298
592,1861000,City with powiat status Krosno,2021,total,tertiary,11962
593,1862000,City with powiat status Przemyśl,2021,total,tertiary,14350
594,1863000,City with powiat status Rzeszów,2021,total,tertiary,69345
595,1864000,City with powiat status Tarnobrzeg,2021,total,tertiary,10752
596,2001000,Powiat augustowski,2021,total,tertiary,9281
597,2002000,Powiat białostocki,2021,total,tertiary,32272
598,2003000,Powiat bielski,2021,total,tertiary,8835
599,2004000,Powiat grajewski,2021,total,tertiary,6339
600,2005000,Powiat hajnowski,2021,total,tertiary,6969
601,2006000,Powiat kolneński,2021,total,tertiary,4982
602,2007000,Powiat łomżyński,2021,total,tertiary,7056
603,2008000,Powiat moniecki,2021,total,tertiary,4986
604,2009000,Powiat sejneński,2021,total,tertiary,3262
605,2010000,Powiat siemiatycki,2021,total,tertiary,6194
606,2011000,Powiat sokólski,2021,total,tertiary,9146
607,2012000,Powiat suwalski,2021,total,tertiary,5034
608,2013000,Powiat wysokomazowiecki,2021,total,tertiary,8194
609,2014000,Powiat zambrowski,2021,total,tertiary,6688
610,2061000,City with powiat status Białystok,2021,total,tertiary,88688
611,2062000,City with powiat status Łomża,2021,total,tertiary,14708
612,2063000,City with powiat status Suwałki,2021,total,tertiary,15210
613,2201000,Powiat bytowski,2021,total,tertiary,10102
614,2202000,Powiat chojnicki,2021,total,tertiary,13094
615,2203000,Powiat człuchowski,2021,total,tertiary,7062
616,2204000,Powiat gdański,2021,total,tertiary,28618
617,2205000,Powiat kartuski,2021,total,tertiary,24694
618,2206000,Powiat kościerski,2021,total,tertiary,9426
619,2207000,Powiat kwidzyński,2021,total,tertiary,11320
620,2208000,Powiat lęborski,2021,total,tertiary,9912
621,2209000,Powiat malborski,2021,total,tertiary,9695
622,2210000,Powiat nowodworski,2021,total,tertiary,4503
623,2211000,Powiat pucki,2021,total,tertiary,15773
624,2212000,Powiat słupski,2021,total,tertiary,14489
625,2213000,Powiat starogardzki,2021,total,tertiary,17205
626,2214000,Powiat tczewski,2021,total,tertiary,16627
627,2215000,Powiat wejherowski,2021,total,tertiary,41582
628,2216000,Powiat sztumski,2021,total,tertiary,4701
629,2261000,City with powiat status Gdańsk,2021,total,tertiary,162649
630,2262000,City with powiat status Gdynia,2021,total,tertiary,76419
631,2263000,City with powiat status Słupsk,2021,total,tertiary,20116
632,2264000,City with powiat status Sopot,2021,total,tertiary,12396
633,2401000,Powiat będziński,2021,total,tertiary,32192
634,2402000,Powiat bielski,2021,total,tertiary,31105
635,2403000,Powiat cieszyński,2021,total,tertiary,30422
636,2404000,Powiat częstochowski,2021,total,tertiary,22673
637,2405000,Powiat gliwicki,2021,total,tertiary,19565
638,2406000,Powiat kłobucki,2021,total,tertiary,13431
639,2407000,Powiat lubliniecki,2021,total,tertiary,12376
640,2408000,Powiat mikołowski,2021,total,tertiary,20721
641,2409000,Powiat myszkowski,2021,total,tertiary,12788
642,2410000,Powiat pszczyński,2021,total,tertiary,18971
643,2411000,Powiat raciborski,2021,total,tertiary,17401
644,2412000,Powiat rybnicki,2021,total,tertiary,11143
645,2413000,Powiat tarnogórski,2021,total,tertiary,29871
646,2414000,Powiat bieruńsko-lędziński,2021,total,tertiary,10785
647,2415000,Powiat wodzisławski,2021,total,tertiary,23510
648,2416000,Powiat zawierciański,2021,total,tertiary,21840
649,2417000,Powiat żywiecki,2021,total,tertiary,25127
650,2461000,City with powiat status Bielsko-Biała,2021,total,tertiary,41569
651,2462000,City with powiat status Bytom,2021,total,tertiary,25987
652,2463000,City with powiat status Chorzów,2021,total,tertiary,19828
653,2464000,City with powiat status Częstochowa,2021,total,tertiary,53956
654,2465000,City with powiat status Dąbrowa Górnicza,2021,total,tertiary,25591
655,2466000,City with powiat status Gliwice,2021,total,tertiary,44932
656,2467000,City with powiat status Jastrzębie-Zdrój,2021,total,tertiary,12218
657,2468000,City with powiat status Jaworzno,2021,total,tertiary,17758
658,2469000,City with powiat status Katowice,2021,total,tertiary,82182
659,2470000,City with powiat status Mysłowice,2021,total,tertiary,14864
660,2471000,City with powiat status Piekary Śląskie,2021,total,tertiary,9059
661,2472000,City with powiat status Ruda Śląska,2021,total,tertiary,22213
662,2473000,City with powiat status Rybnik,2021,total,tertiary,23806
663,2474000,City with powiat status Siemianowice Śląskie,2021,total,tertiary,12359
664,2475000,City with powiat status Sosnowiec,2021,total,tertiary,41081
665,2476000,City with powiat status Świętochłowice,2021,total,tertiary,7346
666,2477000,City with powiat status Tychy,2021,total,tertiary,27489
667,2478000,City with powiat status Zabrze,2021,total,tertiary,28170
668,2479000,City with powiat status Żory,2021,total,tertiary,10192
669,2601000,Powiat buski,2021,total,tertiary,11865
670,2602000,Powiat jędrzejowski,2021,total,tertiary,14042
671,2603000,Powiat kazimierski,2021,total,tertiary,4159
672,2604000,Powiat kielecki,2021,total,tertiary,40349
673,2605000,Powiat konecki,2021,total,tertiary,12289
674,2606000,Powiat opatowski,2021,total,tertiary,7229
675,2607000,Powiat ostrowiecki,2021,total,tertiary,18673
676,2608000,Powiat pińczowski,2021,total,tertiary,6320
677,2609000,Powiat sandomierski,2021,total,tertiary,14065
678,2610000,Powiat skarżyski,2021,total,tertiary,14894
679,2611000,Powiat starachowicki,2021,total,tertiary,15684
680,2612000,Powiat staszowski,2021,total,tertiary,11889
681,2613000,Powiat włoszczowski,2021,total,tertiary,7003
682,2661000,City with powiat status Kielce,2021,total,tertiary,61177
683,2801000,Powiat bartoszycki,2021,total,tertiary,7466
684,2802000,Powiat braniewski,2021,total,tertiary,5461
685,2803000,Powiat działdowski,2021,total,tertiary,8288
686,2804000,Powiat elbląski,2021,total,tertiary,6793
687,2805000,Powiat ełcki,2021,total,tertiary,14927
688,2806000,Powiat giżycki,2021,total,tertiary,9453
689,2807000,Powiat iławski,2021,total,tertiary,12549
690,2808000,Powiat kętrzyński,2021,total,tertiary,8526
691,2809000,Powiat lidzbarski,2021,total,tertiary,5586
692,2810000,Powiat mrągowski,2021,total,tertiary,7305
693,2811000,Powiat nidzicki,2021,total,tertiary,4022
694,2812000,Powiat nowomiejski,2021,total,tertiary,4814
695,2813000,Powiat olecki,2021,total,tertiary,4778
696,2814000,Powiat olsztyński,2021,total,tertiary,25588
697,2815000,Powiat ostródzki,2021,total,tertiary,13865
698,2816000,Powiat piski,2021,total,tertiary,7152
699,2817000,Powiat szczycieński,2021,total,tertiary,10497
700,2818000,Powiat gołdapski,2021,total,tertiary,3475
701,2819000,Powiat węgorzewski,2021,total,tertiary,3157
702,2861000,City with powiat status Elbląg,2021,total,tertiary,24436
703,2862000,City with powiat status Olsztyn,2021,total,tertiary,54062
704,3001000,Powiat chodzieski,2021,total,tertiary,6228
705,3002000,Powiat czarnkowsko-trzcianecki,2021,total,tertiary,11813
706,3003000,Powiat gnieźnieński,2021,total,tertiary,22410
707,3004000,Powiat gostyński,2021,total,tertiary,9574
708,3005000,Powiat grodziski,2021,total,tertiary,6103
709,3006000,Powiat jarociński,2021,total,tertiary,10001
710,3007000,Powiat kaliski,2021,total,tertiary,12478
711,3008000,Powiat kępiński,2021,total,tertiary,7422
712,3009000,Powiat kolski,2021,total,tertiary,11334
713,3010000,Powiat koniński,2021,total,tertiary,18765
714,3011000,Powiat kościański,2021,total,tertiary,11641
715,3012000,Powiat krotoszyński,2021,total,tertiary,10423
716,3013000,Powiat leszczyński,2021,total,tertiary,8633
717,3014000,Powiat międzychodzki,2021,total,tertiary,4271
718,3015000,Powiat nowotomyski,2021,total,tertiary,10527
719,3016000,Powiat obornicki,2021,total,tertiary,8136
720,3017000,Powiat ostrowski,2021,total,tertiary,26396
721,3018000,Powiat ostrzeszowski,2021,total,tertiary,7542
722,3019000,Powiat pilski,2021,total,tertiary,23402
723,3020000,Powiat pleszewski,2021,total,tertiary,8940
724,3021000,Powiat poznański,2021,total,tertiary,114516
725,3022000,Powiat rawicki,2021,total,tertiary,7827
726,3023000,Powiat słupecki,2021,total,tertiary,8411
727,3024000,Powiat szamotulski,2021,total,tertiary,13695
728,3025000,Powiat średzki,2021,total,tertiary,9804
729,3026000,Powiat śremski,2021,total,tertiary,9402
730,3027000,Powiat turecki,2021,total,tertiary,12769
731,3028000,Powiat wągrowiecki,2021,total,tertiary,8846
732,3029000,Powiat wolsztyński,2021,total,tertiary,7397
733,3030000,Powiat wrzesiński,2021,total,tertiary,12824
734,3031000,Powiat złotowski,2021,total,tertiary,8950
735,3061000,City with powiat status Kalisz,2021,total,tertiary,21306
736,3062000,City with powiat status Konin,2021,total,tertiary,15432
737,3063000,City with powiat status Leszno,2021,total,tertiary,14078
738,3064000,City with powiat status Poznań,2021,total,tertiary,189773
739,3201000,Powiat białogardzki,2021,total,tertiary,6022
740,3202000,Powiat choszczeński,2021,total,tertiary,5955
741,3203000,Powiat drawski,2021,total,tertiary,7429
742,3204000,Powiat goleniowski,2021,total,tertiary,12978
743,3205000,Powiat gryficki,2021,total,tertiary,8331
744,3206000,Powiat gryfiński,2021,total,tertiary,11195
745,3207000,Powiat kamieński,2021,total,tertiary,6682
746,3208000,Powiat kołobrzeski,2021,total,tertiary,14368
747,3209000,Powiat koszaliński,2021,total,tertiary,10459
748,3210000,Powiat myśliborski,2021,total,tertiary,8760
749,3211000,Powiat policki,2021,total,tertiary,22562
750,3212000,Powiat pyrzycki,2021,total,tertiary,4861
751,3213000,Powiat sławieński,2021,total,tertiary,7313
752,3214000,Powiat stargardzki,2021,total,tertiary,21375
753,3215000,Powiat szczecinecki,2021,total,tertiary,11516
754,3216000,Powiat świdwiński,2021,total,tertiary,5844
755,3217000,Powiat wałecki,2021,total,tertiary,8113
756,3218000,Powiat łobeski,2021,total,tertiary,3920
757,3261000,City with powiat status Koszalin,2021,total,tertiary,27737
758,3262000,City with powiat status Szczecin,2021,total,tertiary,114407
759,3263000,City with powiat status Świnoujście,2021,total,tertiary,8001
760,201000,Powiat bolesławiecki,2021,total,secondary and post-secondary - total,26886
761,202000,Powiat dzierżoniowski,2021,total,secondary and post-secondary - total,31483
762,203000,Powiat głogowski,2021,total,secondary and post-secondary - total,27891
763,204000,Powiat górowski,2021,total,secondary and post-secondary - total,9693
764,205000,Powiat jaworski,2021,total,secondary and post-secondary - total,14572
765,206000,Powiat karkonoski,2021,total,secondary and post-secondary - total,19116
766,207000,Powiat kamiennogórski,2021,total,secondary and post-secondary - total,12066
767,208000,Powiat kłodzki,2021,total,secondary and post-secondary - total,50494
768,209000,Powiat legnicki,2021,total,secondary and post-secondary - total,16663
769,210000,Powiat lubański,2021,total,secondary and post-secondary - total,17323
770,211000,Powiat lubiński,2021,total,secondary and post-secondary - total,32444
771,212000,Powiat lwówecki,2021,total,secondary and post-secondary - total,13531
772,213000,Powiat milicki,2021,total,secondary and post-secondary - total,10682
773,214000,Powiat oleśnicki,2021,total,secondary and post-secondary - total,32373
774,215000,Powiat oławski,2021,total,secondary and post-secondary - total,24456
775,216000,Powiat polkowicki,2021,total,secondary and post-secondary - total,17721
776,217000,Powiat strzeliński,2021,total,secondary and post-secondary - total,13681
777,218000,Powiat średzki,2021,total,secondary and post-secondary - total,16410
