,code,powiat,year,sex,education,count
5351,402000,Powiat brodnicki,2021,males,secondary and post-secondary - vocational secondary,6128
5352,403000,Powiat bydgoski,2021,males,secondary and post-secondary - vocational secondary,10215
5353,404000,Powiat chełmiński,2021,males,secondary and post-secondary - vocational secondary,3823
5354,405000,Powiat golubsko-dobrzyński,2021,males,secondary and post-secondary - vocational secondary,3328
5355,406000,Powiat grudziądzki,2021,males,secondary and post-secondary - vocational secondary,3028
5356,407000,Powiat inowrocławski,2021,males,secondary and post-secondary - vocational secondary,14468
5357,408000,Powiat lipnowski,2021,males,secondary and post-secondary - vocational secondary,5248
5358,409000,Powiat mogileński,2021,males,secondary and post-secondary - vocational secondary,4032
5359,410000,Powiat nakielski,2021,males,secondary and post-secondary - vocational secondary,6627
5360,411000,Powiat radziejowski,2021,males,secondary and post-secondary - vocational secondary,3988
5361,412000,Powiat rypiński,2021,males,secondary and post-secondary - vocational secondary,3208
5362,413000,Powiat sępoleński,2021,males,secondary and post-secondary - vocational secondary,3094
5363,414000,Powiat świecki,2021,males,secondary and post-secondary - vocational secondary,7721
5364,415000,Powiat toruński,2021,males,secondary and post-secondary - vocational secondary,9070
5365,416000,Powiat tucholski,2021,males,secondary and post-secondary - vocational secondary,3729
5366,417000,Powiat wąbrzeski,2021,males,secondary and post-secondary - vocational secondary,2728
5367,418000,Powiat włocławski,2021,males,secondary and post-secondary - vocational secondary,7112
5368,419000,Powiat żniński,2021,males,secondary and post-secondary - vocational secondary,6202
5369,461000,City with powiat status Bydgoszcz,2021,males,secondary and post-secondary - vocational secondary,28629
5370,462000,City with powiat status Grudziądz,2021,males,secondary and post-secondary - vocational secondary,7700
5371,463000,City with powiat status Toruń,2021,males,secondary and post-secondary - vocational secondary,16624
5372,464000,City with powiat status Włocławek,2021,males,secondary and post-secondary - vocational secondary,9348
5373,601000,Powiat bialski,2021,males,secondary and post-secondary - vocational secondary,10742
5374,602000,Powiat biłgorajski,2021,males,secondary and post-secondary - vocational secondary,10126
5375,603000,Powiat chełmski,2021,males,secondary and post-secondary - vocational secondary,7834
5376,604000,Powiat hrubieszowski,2021,males,secondary and post-secondary - vocational secondary,6148
5377,605000,Powiat janowski,2021,males,secondary and post-secondary - vocational secondary,4082
5378,606000,Powiat krasnostawski,2021,males,secondary and post-secondary - vocational secondary,7455
5379,607000,Powiat kraśnicki,2021,males,secondary and post-secondary - vocational secondary,9090
5380,608000,Powiat lubartowski,2021,males,secondary and post-secondary - vocational secondary,7620
5381,609000,Powiat lubelski,2021,males,secondary and post-secondary - vocational secondary,16324
5382,610000,Powiat łęczyński,2021,males,secondary and post-secondary - vocational secondary,6230
5383,611000,Powiat łukowski,2021,males,secondary and post-secondary - vocational secondary,8490
5384,612000,Powiat opolski,2021,males,secondary and post-secondary - vocational secondary,6084
5385,613000,Powiat parczewski,2021,males,secondary and post-secondary - vocational secondary,3578
5386,614000,Powiat puławski,2021,males,secondary and post-secondary - vocational secondary,11185
5387,615000,Powiat radzyński,2021,males,secondary and post-secondary - vocational secondary,5231
5388,616000,Powiat rycki,2021,males,secondary and post-secondary - vocational secondary,6833
5389,617000,Powiat świdnicki,2021,males,secondary and post-secondary - vocational secondary,7756
5390,618000,Powiat tomaszowski,2021,males,secondary and post-secondary - vocational secondary,8230
5391,619000,Powiat włodawski,2021,males,secondary and post-secondary - vocational secondary,3835
5392,620000,Powiat zamojski,2021,males,secondary and post-secondary - vocational secondary,10456
5393,661000,City with powiat status Biała Podlaska,2021,males,secondary and post-secondary - vocational secondary,5189
5394,662000,City with powiat status Chełm,2021,males,secondary and post-secondary - vocational secondary,6482
5395,663000,City with powiat status Lublin,2021,males,secondary and post-secondary - vocational secondary,26569
5396,664000,City with powiat status Zamość,2021,males,secondary and post-secondary - vocational secondary,6022
5397,801000,Powiat gorzowski,2021,males,secondary and post-secondary - vocational secondary,6183
5398,802000,Powiat krośnieński,2021,males,secondary and post-secondary - vocational secondary,4653
5399,803000,Powiat międzyrzecki,2021,males,secondary and post-secondary - vocational secondary,5517
5400,804000,Powiat nowosolski,2021,males,secondary and post-secondary - vocational secondary,8223
5401,805000,Powiat słubicki,2021,males,secondary and post-secondary - vocational secondary,4358
5402,806000,Powiat strzelecko-drezdenecki,2021,males,secondary and post-secondary - vocational secondary,3965
5403,807000,Powiat sulęciński,2021,males,secondary and post-secondary - vocational secondary,3348
5404,808000,Powiat świebodziński,2021,males,secondary and post-secondary - vocational secondary,4922
5405,809000,Powiat zielonogórski,2021,males,secondary and post-secondary - vocational secondary,6407
5406,810000,Powiat żagański,2021,males,secondary and post-secondary - vocational secondary,7919
5407,811000,Powiat żarski,2021,males,secondary and post-secondary - vocational secondary,9100
5408,812000,Powiat wschowski,2021,males,secondary and post-secondary - vocational secondary,3264
5409,861000,City with powiat status Gorzów Wielkopolski,2021,males,secondary and post-secondary - vocational secondary,10495
5410,862000,City with powiat status Zielona Góra,2021,males,secondary and post-secondary - vocational secondary,11461
5411,1001000,Powiat bełchatowski,2021,males,secondary and post-secondary - vocational secondary,9955
5412,1002000,Powiat kutnowski,2021,males,secondary and post-secondary - vocational secondary,9770
5413,1003000,Powiat łaski,2021,males,secondary and post-secondary - vocational secondary,4480
5414,1004000,Powiat łęczycki,2021,males,secondary and post-secondary - vocational secondary,4874
5415,1005000,Powiat łowicki,2021,males,secondary and post-secondary - vocational secondary,8307
5416,1006000,Powiat łódzki wschodni,2021,males,secondary and post-secondary - vocational secondary,7084
5417,1007000,Powiat opoczyński,2021,males,secondary and post-secondary - vocational secondary,6929
5418,1008000,Powiat pabianicki,2021,males,secondary and post-secondary - vocational secondary,10695
5419,1009000,Powiat pajęczański,2021,males,secondary and post-secondary - vocational secondary,4163
5420,1010000,Powiat piotrkowski,2021,males,secondary and post-secondary - vocational secondary,9035
5421,1011000,Powiat poddębicki,2021,males,secondary and post-secondary - vocational secondary,3686
5422,1012000,Powiat radomszczański,2021,males,secondary and post-secondary - vocational secondary,10989
5423,1013000,Powiat rawski,2021,males,secondary and post-secondary - vocational secondary,4739
5424,1014000,Powiat sieradzki,2021,males,secondary and post-secondary - vocational secondary,9747
5425,1015000,Powiat skierniewicki,2021,males,secondary and post-secondary - vocational secondary,4027
5426,1016000,Powiat tomaszowski,2021,males,secondary and post-secondary - vocational secondary,11621
5427,1017000,Powiat wieluński,2021,males,secondary and post-secondary - vocational secondary,6670
5428,1018000,Powiat wieruszowski,2021,males,secondary and post-secondary - vocational secondary,4143
5429,1019000,Powiat zduńskowolski,2021,males,secondary and post-secondary - vocational secondary,5912
5430,1020000,Powiat zgierski,2021,males,secondary and post-secondary - vocational secondary,14761
5431,1021000,Powiat brzeziński,2021,males,secondary and post-secondary - vocational secondary,2990
5432,1061000,City with powiat status Łódź,2021,males,secondary and post-secondary - vocational secondary,53536
5433,1062000,City with powiat status Piotrków Trybunalski,2021,males,secondary and post-secondary - vocational secondary,6610
5434,1063000,City with powiat status Skierniewice,2021,males,secondary and post-secondary - vocational secondary,4481
5435,1201000,Powiat bocheński,2021,males,secondary and post-secondary - vocational secondary,11017
5436,1202000,Powiat brzeski,2021,males,secondary and post-secondary - vocational secondary,8496
5437,1203000,Powiat chrzanowski,2021,males,secondary and post-secondary - vocational secondary,13283
5438,1204000,Powiat dąbrowski,2021,males,secondary and post-secondary - vocational secondary,5775
5439,1205000,Powiat gorlicki,2021,males,secondary and post-secondary - vocational secondary,10639
5440,1206000,Powiat krakowski,2021,males,secondary and post-secondary - vocational secondary,26278
5441,1207000,Powiat limanowski,2021,males,secondary and post-secondary - vocational secondary,11265
5442,1208000,Powiat miechowski,2021,males,secondary and post-secondary - vocational secondary,5934
5443,1209000,Powiat myślenicki,2021,males,secondary and post-secondary - vocational secondary,11629
5444,1210000,Powiat nowosądecki,2021,males,secondary and post-secondary - vocational secondary,20049
5445,1211000,Powiat nowotarski,2021,males,secondary and post-secondary - vocational secondary,12486
5446,1212000,Powiat olkuski,2021,males,secondary and post-secondary - vocational secondary,12246
5447,1213000,Powiat oświęcimski,2021,males,secondary and post-secondary - vocational secondary,15757
5448,1214000,Powiat proszowicki,2021,males,secondary and post-secondary - vocational secondary,4205
5449,1215000,Powiat suski,2021,males,secondary and post-secondary - vocational secondary,6995
5450,1216000,Powiat tarnowski,2021,males,secondary and post-secondary - vocational secondary,18079
5451,1217000,Powiat tatrzański,2021,males,secondary and post-secondary - vocational secondary,5035
5452,1218000,Powiat wadowicki,2021,males,secondary and post-secondary - vocational secondary,14467
5453,1219000,Powiat wielicki,2021,males,secondary and post-secondary - vocational secondary,11820
5454,1261000,City with powiat status Kraków,2021,males,secondary and post-secondary - vocational secondary,57954
5455,1262000,City with powiat status Nowy Sącz,2021,males,secondary and post-secondary - vocational secondary,7772
5456,1263000,City with powiat status Tarnów,2021,males,secondary and post-secondary - vocational secondary,9981
5457,1401000,Powiat białobrzeski,2021,males,secondary and post-secondary - vocational secondary,2621
5458,1402000,Powiat ciechanowski,2021,males,secondary and post-secondary - vocational secondary,7635
5459,1403000,Powiat garwoliński,2021,males,secondary and post-secondary - vocational secondary,10599
5460,1404000,Powiat gostyniński,2021,males,secondary and post-secondary - vocational secondary,4444
5461,1405000,Powiat grodziski,2021,males,secondary and post-secondary - vocational secondary,8496
5462,1406000,Powiat grójecki,2021,males,secondary and post-secondary - vocational secondary,9701
5463,1407000,Powiat kozienicki,2021,males,secondary and post-secondary - vocational secondary,5841
5464,1408000,Powiat legionowski,2021,males,secondary and post-secondary - vocational secondary,10963
5465,1409000,Powiat lipski,2021,males,secondary and post-secondary - vocational secondary,3184
5466,1410000,Powiat łosicki,2021,males,secondary and post-secondary - vocational secondary,3233
5467,1411000,Powiat makowski,2021,males,secondary and post-secondary - vocational secondary,4435
5468,1412000,Powiat miński,2021,males,secondary and post-secondary - vocational secondary,14636
5469,1413000,Powiat mławski,2021,males,secondary and post-secondary - vocational secondary,6466
5470,1414000,Powiat nowodworski,2021,males,secondary and post-secondary - vocational secondary,7661
5471,1415000,Powiat ostrołęcki,2021,males,secondary and post-secondary - vocational secondary,8198
5472,1416000,Powiat ostrowski,2021,males,secondary and post-secondary - vocational secondary,7558
5473,1417000,Powiat otwocki,2021,males,secondary and post-secondary - vocational secondary,11453
5474,1418000,Powiat piaseczyński,2021,males,secondary and post-secondary - vocational secondary,15757
5475,1419000,Powiat płocki,2021,males,secondary and post-secondary - vocational secondary,10149
5476,1420000,Powiat płoński,2021,males,secondary and post-secondary - vocational secondary,6609
5477,1421000,Powiat pruszkowski,2021,males,secondary and post-secondary - vocational secondary,14938
5478,1422000,Powiat przasnyski,2021,males,secondary and post-secondary - vocational secondary,4664
5479,1423000,Powiat przysuski,2021,males,secondary and post-secondary - vocational secondary,3811
5480,1424000,Powiat pułtuski,2021,males,secondary and post-secondary - vocational secondary,4655
5481,1425000,Powiat radomski,2021,males,secondary and post-secondary - vocational secondary,14761
5482,1426000,Powiat siedlecki,2021,males,secondary and post-secondary - vocational secondary,7051
5483,1427000,Powiat sierpecki,2021,males,secondary and post-secondary - vocational secondary,5096
5484,1428000,Powiat sochaczewski,2021,males,secondary and post-secondary - vocational secondary,8719
5485,1429000,Powiat sokołowski,2021,males,secondary and post-secondary - vocational secondary,4841
5486,1430000,Powiat szydłowiecki,2021,males,secondary and post-secondary - vocational secondary,3772
5487,1432000,Powiat warszawski zachodni,2021,males,secondary and post-secondary - vocational secondary,10750
5488,1433000,Powiat węgrowski,2021,males,secondary and post-secondary - vocational secondary,5206
5489,1434000,Powiat wołomiński,2021,males,secondary and post-secondary - vocational secondary,22862
5490,1435000,Powiat wyszkowski,2021,males,secondary and post-secondary - vocational secondary,7030
5491,1436000,Powiat zwoleński,2021,males,secondary and post-secondary - vocational secondary,3139
5492,1437000,Powiat żuromiński,2021,males,secondary and post-secondary - vocational secondary,3198
5493,1438000,Powiat żyrardowski,2021,males,secondary and post-secondary - vocational secondary,7009
5494,1461000,City with powiat status Ostrołęka,2021,males,secondary and post-secondary - vocational secondary,4986
5495,1462000,City with powiat status Płock,2021,males,secondary and post-secondary - vocational secondary,11247
5496,1463000,City with powiat status Radom,2021,males,secondary and post-secondary - vocational secondary,18856
5497,1464000,City with powiat status Siedlce,2021,males,secondary and post-secondary - vocational secondary,6581
5498,1465000,City with powiat status Capital City Warszawa,2021,males,secondary and post-secondary - vocational secondary,119483
5499,1601000,Powiat brzeski,2021,males,secondary and post-secondary - vocational secondary,9155
5500,1602000,Powiat głubczycki,2021,males,secondary and post-secondary - vocational secondary,3848
5501,1603000,Powiat kędzierzyńsko-kozielski,2021,males,secondary and post-secondary - vocational secondary,8564
5502,1604000,Powiat kluczborski,2021,males,secondary and post-secondary - vocational secondary,6427
5503,1605000,Powiat krapkowicki,2021,males,secondary and post-secondary - vocational secondary,4835
5504,1606000,Powiat namysłowski,2021,males,secondary and post-secondary - vocational secondary,3899
5505,1607000,Powiat nyski,2021,males,secondary and post-secondary - vocational secondary,12396
5506,1608000,Powiat oleski,2021,males,secondary and post-secondary - vocational secondary,5844
5507,1609000,Powiat opolski,2021,males,secondary and post-secondary - vocational secondary,10227
5508,1610000,Powiat prudnicki,2021,males,secondary and post-secondary - vocational secondary,4615
5509,1611000,Powiat strzelecki,2021,males,secondary and post-secondary - vocational secondary,6514
5510,1661000,City with powiat status Opole,2021,males,secondary and post-secondary - vocational secondary,10300
5511,1801000,Powiat bieszczadzki,2021,males,secondary and post-secondary - vocational secondary,1854
5512,1802000,Powiat brzozowski,2021,males,secondary and post-secondary - vocational secondary,6591
5513,1803000,Powiat dębicki,2021,males,secondary and post-secondary - vocational secondary,14165
5514,1804000,Powiat jarosławski,2021,males,secondary and post-secondary - vocational secondary,11897
5515,1805000,Powiat jasielski,2021,males,secondary and post-secondary - vocational secondary,10321
5516,1806000,Powiat kolbuszowski,2021,males,secondary and post-secondary - vocational secondary,6142
5517,1807000,Powiat krośnieński,2021,males,secondary and post-secondary - vocational secondary,11287
5518,1808000,Powiat leżajski,2021,males,secondary and post-secondary - vocational secondary,6220
5519,1809000,Powiat lubaczowski,2021,males,secondary and post-secondary - vocational secondary,4719
5520,1810000,Powiat łańcucki,2021,males,secondary and post-secondary - vocational secondary,8562
5521,1811000,Powiat mielecki,2021,males,secondary and post-secondary - vocational secondary,13213
5522,1812000,Powiat niżański,2021,males,secondary and post-secondary - vocational secondary,6355
5523,1813000,Powiat przemyski,2021,males,secondary and post-secondary - vocational secondary,7318
5524,1814000,Powiat przeworski,2021,males,secondary and post-secondary - vocational secondary,8513
5525,1815000,Powiat ropczycko-sędziszowski,2021,males,secondary and post-secondary - vocational secondary,9011
5526,1816000,Powiat rzeszowski,2021,males,secondary and post-secondary - vocational secondary,17083
5527,1817000,Powiat sanocki,2021,males,secondary and post-secondary - vocational secondary,9939
5528,1818000,Powiat stalowowolski,2021,males,secondary and post-secondary - vocational secondary,10523
5529,1819000,Powiat strzyżowski,2021,males,secondary and post-secondary - vocational secondary,5608
5530,1820000,Powiat tarnobrzeski,2021,males,secondary and post-secondary - vocational secondary,5277
5531,1821000,Powiat leski,2021,males,secondary and post-secondary - vocational secondary,2707
5532,1861000,City with powiat status Krosno,2021,males,secondary and post-secondary - vocational secondary,4399
5533,1862000,City with powiat status Przemyśl,2021,males,secondary and post-secondary - vocational secondary,5610
5534,1863000,City with powiat status Rzeszów,2021,males,secondary and post-secondary - vocational secondary,16178
5535,1864000,City with powiat status Tarnobrzeg,2021,males,secondary and post-secondary - vocational secondary,4967
5536,2001000,Powiat augustowski,2021,males,secondary and post-secondary - vocational secondary,5510
5537,2002000,Powiat białostocki,2021,males,secondary and post-secondary - vocational secondary,15490
5538,2003000,Powiat bielski,2021,males,secondary and post-secondary - vocational secondary,5190
5539,2004000,Powiat grajewski,2021,males,secondary and post-secondary - vocational secondary,4364
5540,2005000,Powiat hajnowski,2021,males,secondary and post-secondary - vocational secondary,4352
5541,2006000,Powiat kolneński,2021,males,secondary and post-secondary - vocational secondary,3117
5542,2007000,Powiat łomżyński,2021,males,secondary and post-secondary - vocational secondary,4410
5543,2008000,Powiat moniecki,2021,males,secondary and post-secondary - vocational secondary,3163
5544,2009000,Powiat sejneński,2021,males,secondary and post-secondary - vocational secondary,1867
5545,2010000,Powiat siemiatycki,2021,males,secondary and post-secondary - vocational secondary,4118
5546,2011000,Powiat sokólski,2021,males,secondary and post-secondary - vocational secondary,7397
5547,2012000,Powiat suwalski,2021,males,secondary and post-secondary - vocational secondary,3632
5548,2013000,Powiat wysokomazowiecki,2021,males,secondary and post-secondary - vocational secondary,6030
5549,2014000,Powiat zambrowski,2021,males,secondary and post-secondary - vocational secondary,3639
5550,2061000,City with powiat status Białystok,2021,males,secondary and post-secondary - vocational secondary,26134
5551,2062000,City with powiat status Łomża,2021,males,secondary and post-secondary - vocational secondary,5419
5552,2063000,City with powiat status Suwałki,2021,males,secondary and post-secondary - vocational secondary,6533
5553,2201000,Powiat bytowski,2021,males,secondary and post-secondary - vocational secondary,5761
5554,2202000,Powiat chojnicki,2021,males,secondary and post-secondary - vocational secondary,7426
5555,2203000,Powiat człuchowski,2021,males,secondary and post-secondary - vocational secondary,4298
5556,2204000,Powiat gdański,2021,males,secondary and post-secondary - vocational secondary,10639
5557,2205000,Powiat kartuski,2021,males,secondary and post-secondary - vocational secondary,9813
5558,2206000,Powiat kościerski,2021,males,secondary and post-secondary - vocational secondary,6284
5559,2207000,Powiat kwidzyński,2021,males,secondary and post-secondary - vocational secondary,7367
5560,2208000,Powiat lęborski,2021,males,secondary and post-secondary - vocational secondary,4963
5561,2209000,Powiat malborski,2021,males,secondary and post-secondary - vocational secondary,5417
5562,2210000,Powiat nowodworski,2021,males,secondary and post-secondary - vocational secondary,2905
5563,2211000,Powiat pucki,2021,males,secondary and post-secondary - vocational secondary,7255
5564,2212000,Powiat słupski,2021,males,secondary and post-secondary - vocational secondary,8022
5565,2213000,Powiat starogardzki,2021,males,secondary and post-secondary - vocational secondary,9931
5566,2214000,Powiat tczewski,2021,males,secondary and post-secondary - vocational secondary,8669
5567,2215000,Powiat wejherowski,2021,males,secondary and post-secondary - vocational secondary,17075
5568,2216000,Powiat sztumski,2021,males,secondary and post-secondary - vocational secondary,3191
5569,2261000,City with powiat status Gdańsk,2021,males,secondary and post-secondary - vocational secondary,37004
5570,2262000,City with powiat status Gdynia,2021,males,secondary and post-secondary - vocational secondary,19211
5571,2263000,City with powiat status Słupsk,2021,males,secondary and post-secondary - vocational secondary,7714
5572,2264000,City with powiat status Sopot,2021,males,secondary and post-secondary - vocational secondary,2249
5573,2401000,Powiat będziński,2021,males,secondary and post-secondary - vocational secondary,16201
5574,2402000,Powiat bielski,2021,males,secondary and post-secondary - vocational secondary,16321
5575,2403000,Powiat cieszyński,2021,males,secondary and post-secondary - vocational secondary,16316
5576,2404000,Powiat częstochowski,2021,males,secondary and post-secondary - vocational secondary,13583
5577,2405000,Powiat gliwicki,2021,males,secondary and post-secondary - vocational secondary,10627
5578,2406000,Powiat kłobucki,2021,males,secondary and post-secondary - vocational secondary,8128
5579,2407000,Powiat lubliniecki,2021,males,secondary and post-secondary - vocational secondary,6888
5580,2408000,Powiat mikołowski,2021,males,secondary and post-secondary - vocational secondary,9638
5581,2409000,Powiat myszkowski,2021,males,secondary and post-secondary - vocational secondary,7022
5582,2410000,Powiat pszczyński,2021,males,secondary and post-secondary - vocational secondary,9941
5583,2411000,Powiat raciborski,2021,males,secondary and post-secondary - vocational secondary,8703
5584,2412000,Powiat rybnicki,2021,males,secondary and post-secondary - vocational secondary,6854
5585,2413000,Powiat tarnogórski,2021,males,secondary and post-secondary - vocational secondary,14511
5586,2414000,Powiat bieruńsko-lędziński,2021,males,secondary and post-secondary - vocational secondary,6509
5587,2415000,Powiat wodzisławski,2021,males,secondary and post-secondary - vocational secondary,14008
5588,2416000,Powiat zawierciański,2021,males,secondary and post-secondary - vocational secondary,13641
5589,2417000,Powiat żywiecki,2021,males,secondary and post-secondary - vocational secondary,15389
5590,2461000,City with powiat status Bielsko-Biała,2021,males,secondary and post-secondary - vocational secondary,15257
5591,2462000,City with powiat status Bytom,2021,males,secondary and post-secondary - vocational secondary,15067
5592,2463000,City with powiat status Chorzów,2021,males,secondary and post-secondary - vocational secondary,9363
5593,2464000,City with powiat status Częstochowa,2021,males,secondary and post-secondary - vocational secondary,21342
5594,2465000,City with powiat status Dąbrowa Górnicza,2021,males,secondary and post-secondary - vocational secondary,13347
5595,2466000,City with powiat status Gliwice,2021,males,secondary and post-secondary - vocational secondary,16144
5596,2467000,City with powiat status Jastrzębie-Zdrój,2021,males,secondary and post-secondary - vocational secondary,7472
5597,2468000,City with powiat status Jaworzno,2021,males,secondary and post-secondary - vocational secondary,10651
5598,2469000,City with powiat status Katowice,2021,males,secondary and post-secondary - vocational secondary,25093
5599,2470000,City with powiat status Mysłowice,2021,males,secondary and post-secondary - vocational secondary,7734
5600,2471000,City with powiat status Piekary Śląskie,2021,males,secondary and post-secondary - vocational secondary,5570
5601,2472000,City with powiat status Ruda Śląska,2021,males,secondary and post-secondary - vocational secondary,12962
5602,2473000,City with powiat status Rybnik,2021,males,secondary and post-secondary - vocational secondary,12168
5603,2474000,City with powiat status Siemianowice Śląskie,2021,males,secondary and post-secondary - vocational secondary,6101
5604,2475000,City with powiat status Sosnowiec,2021,males,secondary and post-secondary - vocational secondary,21826
5605,2476000,City with powiat status Świętochłowice,2021,males,secondary and post-secondary - vocational secondary,4048
5606,2477000,City with powiat status Tychy,2021,males,secondary and post-secondary - vocational secondary,12318
5607,2478000,City with powiat status Zabrze,2021,males,secondary and post-secondary - vocational secondary,14907
5608,2479000,City with powiat status Żory,2021,males,secondary and post-secondary - vocational secondary,5367
5609,2601000,Powiat buski,2021,males,secondary and post-secondary - vocational secondary,7419
5610,2602000,Powiat jędrzejowski,2021,males,secondary and post-secondary - vocational secondary,8848
5611,2603000,Powiat kazimierski,2021,males,secondary and post-secondary - vocational secondary,3913
5612,2604000,Powiat kielecki,2021,males,secondary and post-secondary - vocational secondary,20153
5613,2605000,Powiat konecki,2021,males,secondary and post-secondary - vocational secondary,7807
5614,2606000,Powiat opatowski,2021,males,secondary and post-secondary - vocational secondary,4689
5615,2607000,Powiat ostrowiecki,2021,males,secondary and post-secondary - vocational secondary,10365
5616,2608000,Powiat pińczowski,2021,males,secondary and post-secondary - vocational secondary,4204
5617,2609000,Powiat sandomierski,2021,males,secondary and post-secondary - vocational secondary,7963
5618,2610000,Powiat skarżyski,2021,males,secondary and post-secondary - vocational secondary,8698
5619,2611000,Powiat starachowicki,2021,males,secondary and post-secondary - vocational secondary,9322
5620,2612000,Powiat staszowski,2021,males,secondary and post-secondary - vocational secondary,7243
5621,2613000,Powiat włoszczowski,2021,males,secondary and post-secondary - vocational secondary,4370
5622,2661000,City with powiat status Kielce,2021,males,secondary and post-secondary - vocational secondary,17073
5623,2801000,Powiat bartoszycki,2021,males,secondary and post-secondary - vocational secondary,4346
5624,2802000,Powiat braniewski,2021,males,secondary and post-secondary - vocational secondary,3261
5625,2803000,Powiat działdowski,2021,males,secondary and post-secondary - vocational secondary,5394
5626,2804000,Powiat elbląski,2021,males,secondary and post-secondary - vocational secondary,4428
5627,2805000,Powiat ełcki,2021,males,secondary and post-secondary - vocational secondary,8168
5628,2806000,Powiat giżycki,2021,males,secondary and post-secondary - vocational secondary,5027
5629,2807000,Powiat iławski,2021,males,secondary and post-secondary - vocational secondary,7642
5630,2808000,Powiat kętrzyński,2021,males,secondary and post-secondary - vocational secondary,5786
5631,2809000,Powiat lidzbarski,2021,males,secondary and post-secondary - vocational secondary,3574
5632,2810000,Powiat mrągowski,2021,males,secondary and post-secondary - vocational secondary,4242
5633,2811000,Powiat nidzicki,2021,males,secondary and post-secondary - vocational secondary,2475
5634,2812000,Powiat nowomiejski,2021,males,secondary and post-secondary - vocational secondary,3097
5635,2813000,Powiat olecki,2021,males,secondary and post-secondary - vocational secondary,2964
5636,2814000,Powiat olsztyński,2021,males,secondary and post-secondary - vocational secondary,10242
5637,2815000,Powiat ostródzki,2021,males,secondary and post-secondary - vocational secondary,8405
5638,2816000,Powiat piski,2021,males,secondary and post-secondary - vocational secondary,4157
5639,2817000,Powiat szczycieński,2021,males,secondary and post-secondary - vocational secondary,5165
5640,2818000,Powiat gołdapski,2021,males,secondary and post-secondary - vocational secondary,2009
5641,2819000,Powiat węgorzewski,2021,males,secondary and post-secondary - vocational secondary,1855
5642,2861000,City with powiat status Elbląg,2021,males,secondary and post-secondary - vocational secondary,10323
5643,2862000,City with powiat status Olsztyn,2021,males,secondary and post-secondary - vocational secondary,13473
5644,3001000,Powiat chodzieski,2021,males,secondary and post-secondary - vocational secondary,3896
5645,3002000,Powiat czarnkowsko-trzcianecki,2021,males,secondary and post-secondary - vocational secondary,8724
5646,3003000,Powiat gnieźnieński,2021,males,secondary and post-secondary - vocational secondary,11916
5647,3004000,Powiat gostyński,2021,males,secondary and post-secondary - vocational secondary,6630
5648,3005000,Powiat grodziski,2021,males,secondary and post-secondary - vocational secondary,4082
5649,3006000,Powiat jarociński,2021,males,secondary and post-secondary - vocational secondary,7383
5650,3007000,Powiat kaliski,2021,males,secondary and post-secondary - vocational secondary,8042
5651,3008000,Powiat kępiński,2021,males,secondary and post-secondary - vocational secondary,5346
5652,3009000,Powiat kolski,2021,males,secondary and post-secondary - vocational secondary,7845
5653,3010000,Powiat koniński,2021,males,secondary and post-secondary - vocational secondary,12178
5654,3011000,Powiat kościański,2021,males,secondary and post-secondary - vocational secondary,6906
5655,3012000,Powiat krotoszyński,2021,males,secondary and post-secondary - vocational secondary,7586
5656,3013000,Powiat leszczyński,2021,males,secondary and post-secondary - vocational secondary,5090
5657,3014000,Powiat międzychodzki,2021,males,secondary and post-secondary - vocational secondary,3256
5658,3015000,Powiat nowotomyski,2021,males,secondary and post-secondary - vocational secondary,5857
5659,3016000,Powiat obornicki,2021,males,secondary and post-secondary - vocational secondary,4828
5660,3017000,Powiat ostrowski,2021,males,secondary and post-secondary - vocational secondary,16840
5661,3018000,Powiat ostrzeszowski,2021,males,secondary and post-secondary - vocational secondary,5589
5662,3019000,Powiat pilski,2021,males,secondary and post-secondary - vocational secondary,13126
5663,3020000,Powiat pleszewski,2021,males,secondary and post-secondary - vocational secondary,6024
5664,3021000,Powiat poznański,2021,males,secondary and post-secondary - vocational secondary,32001
5665,3022000,Powiat rawicki,2021,males,secondary and post-secondary - vocational secondary,5268
5666,3023000,Powiat słupecki,2021,males,secondary and post-secondary - vocational secondary,5217
5667,3024000,Powiat szamotulski,2021,males,secondary and post-secondary - vocational secondary,8014
5668,3025000,Powiat średzki,2021,males,secondary and post-secondary - vocational secondary,5059
5669,3026000,Powiat śremski,2021,males,secondary and post-secondary - vocational secondary,5611
5670,3027000,Powiat turecki,2021,males,secondary and post-secondary - vocational secondary,7818
5671,3028000,Powiat wągrowiecki,2021,males,secondary and post-secondary - vocational secondary,5533
5672,3029000,Powiat wolsztyński,2021,males,secondary and post-secondary - vocational secondary,4548
5673,3030000,Powiat wrzesiński,2021,males,secondary and post-secondary - vocational secondary,7116
5674,3031000,Powiat złotowski,2021,males,secondary and post-secondary - vocational secondary,6284
5675,3061000,City with powiat status Kalisz,2021,males,secondary and post-secondary - vocational secondary,8794
5676,3062000,City with powiat status Konin,2021,males,secondary and post-secondary - vocational secondary,7695
5677,3063000,City with powiat status Leszno,2021,males,secondary and post-secondary - vocational secondary,5715
5678,3064000,City with powiat status Poznań,2021,males,secondary and post-secondary - vocational secondary,38619
5679,3201000,Powiat białogardzki,2021,males,secondary and post-secondary - vocational secondary,3882
5680,3202000,Powiat choszczeński,2021,males,secondary and post-secondary - vocational secondary,3605
5681,3203000,Powiat drawski,2021,males,secondary and post-secondary - vocational secondary,4195
