,code,powiat,year,sex,age,count
524,1410000,Powiat łosicki,2021,total,15-24,986
525,1411000,Powiat makowski,2021,total,15-24,1636
526,1412000,Powiat miński,2021,total,15-24,5697
527,1413000,Powiat mławski,2021,total,15-24,2947
528,1414000,Powiat nowodworski,2021,total,15-24,3047
529,1415000,Powiat ostrołęcki,2021,total,15-24,3381
530,1416000,Powiat ostrowski,2021,total,15-24,2815
531,1417000,Powiat otwocki,2021,total,15-24,3900
532,1418000,Powiat piaseczyński,2021,total,15-24,5850
533,1419000,Powiat płocki,2021,total,15-24,3976
534,1420000,Powiat płoński,2021,total,15-24,3464
535,1421000,Powiat pruszkowski,2021,total,15-24,4830
536,1422000,Powiat przasnyski,2021,total,15-24,1948
537,1423000,Powiat przysuski,2021,total,15-24,1375
538,1424000,Powiat pułtuski,2021,total,15-24,2123
539,1425000,Powiat radomski,2021,total,15-24,5052
540,1426000,Powiat siedlecki,2021,total,15-24,3344
541,1427000,Powiat sierpecki,2021,total,15-24,1737
542,1428000,Powiat sochaczewski,2021,total,15-24,3259
543,1429000,Powiat sokołowski,2021,total,15-24,1912
544,1430000,Powiat szydłowiecki,2021,total,15-24,1313
545,1432000,Powiat warszawski zachodni,2021,total,15-24,3720
546,1433000,Powiat węgrowski,2021,total,15-24,2837
547,1434000,Powiat wołomiński,2021,total,15-24,9451
548,1435000,Powiat wyszkowski,2021,total,15-24,3345
549,1436000,Powiat zwoleński,2021,total,15-24,1254
550,1437000,Powiat żuromiński,2021,total,15-24,1245
551,1438000,Powiat żyrardowski,2021,total,15-24,2815
552,1461000,City with powiat status Ostrołęka,2021,total,15-24,1126
553,1462000,City with powiat status Płock,2021,total,15-24,2688
554,1463000,City with powiat status Radom,2021,total,15-24,4812
555,1464000,City with powiat status Siedlce,2021,total,15-24,1861
556,1465000,City with powiat status Capital City Warszawa,2021,total,15-24,54866
557,1601000,Powiat brzeski,2021,total,15-24,3263
558,1602000,Powiat głubczycki,2021,total,15-24,1440
559,1603000,Powiat kędzierzyńsko-kozielski,2021,total,15-24,2866
560,1604000,Powiat kluczborski,2021,total,15-24,2266
561,1605000,Powiat krapkowicki,2021,total,15-24,2189
562,1606000,Powiat namysłowski,2021,total,15-24,1661
563,1607000,Powiat nyski,2021,total,15-24,4309
564,1608000,Powiat oleski,2021,total,15-24,2333
565,1609000,Powiat opolski,2021,total,15-24,4298
566,1610000,Powiat prudnicki,2021,total,15-24,1849
567,1611000,Powiat strzelecki,2021,total,15-24,2599
568,1661000,City with powiat status Opole,2021,total,15-24,3696
569,1801000,Powiat bieszczadzki,2021,total,15-24,573
570,1802000,Powiat brzozowski,2021,total,15-24,2017
571,1803000,Powiat dębicki,2021,total,15-24,4948
572,1804000,Powiat jarosławski,2021,total,15-24,3378
573,1805000,Powiat jasielski,2021,total,15-24,3173
574,1806000,Powiat kolbuszowski,2021,total,15-24,2002
575,1807000,Powiat krośnieński,2021,total,15-24,3365
576,1808000,Powiat leżajski,2021,total,15-24,1966
577,1809000,Powiat lubaczowski,2021,total,15-24,1588
578,1810000,Powiat łańcucki,2021,total,15-24,2397
579,1811000,Powiat mielecki,2021,total,15-24,5371
580,1812000,Powiat niżański,2021,total,15-24,1821
581,1813000,Powiat przemyski,2021,total,15-24,2117
582,1814000,Powiat przeworski,2021,total,15-24,2352
583,1815000,Powiat ropczycko-sędziszowski,2021,total,15-24,2501
584,1816000,Powiat rzeszowski,2021,total,15-24,5366
585,1817000,Powiat sanocki,2021,total,15-24,2564
586,1818000,Powiat stalowowolski,2021,total,15-24,2659
587,1819000,Powiat strzyżowski,2021,total,15-24,1989
588,1820000,Powiat tarnobrzeski,2021,total,15-24,1517
589,1821000,Powiat leski,2021,total,15-24,728
590,1861000,City with powiat status Krosno,2021,total,15-24,913
591,1862000,City with powiat status Przemyśl,2021,total,15-24,999
592,1863000,City with powiat status Rzeszów,2021,total,15-24,4662
593,1864000,City with powiat status Tarnobrzeg,2021,total,15-24,874
594,2001000,Powiat augustowski,2021,total,15-24,1883
595,2002000,Powiat białostocki,2021,total,15-24,4106
596,2003000,Powiat bielski,2021,total,15-24,1530
597,2004000,Powiat grajewski,2021,total,15-24,1414
598,2005000,Powiat hajnowski,2021,total,15-24,961
599,2006000,Powiat kolneński,2021,total,15-24,1315
600,2007000,Powiat łomżyński,2021,total,15-24,1853
601,2008000,Powiat moniecki,2021,total,15-24,1361
602,2009000,Powiat sejneński,2021,total,15-24,638
603,2010000,Powiat siemiatycki,2021,total,15-24,1389
604,2011000,Powiat sokólski,2021,total,15-24,2080
605,2012000,Powiat suwalski,2021,total,15-24,1361
606,2013000,Powiat wysokomazowiecki,2021,total,15-24,1997
607,2014000,Powiat zambrowski,2021,total,15-24,1529
608,2061000,City with powiat status Białystok,2021,total,15-24,7691
609,2062000,City with powiat status Łomża,2021,total,15-24,1344
610,2063000,City with powiat status Suwałki,2021,total,15-24,2009
611,2201000,Powiat bytowski,2021,total,15-24,3708
612,2202000,Powiat chojnicki,2021,total,15-24,4564
613,2203000,Powiat człuchowski,2021,total,15-24,2056
614,2204000,Powiat gdański,2021,total,15-24,4379
615,2205000,Powiat kartuski,2021,total,15-24,8123
616,2206000,Powiat kościerski,2021,total,15-24,3677
617,2207000,Powiat kwidzyński,2021,total,15-24,3096
618,2208000,Powiat lęborski,2021,total,15-24,2360
619,2209000,Powiat malborski,2021,total,15-24,2037
620,2210000,Powiat nowodworski,2021,total,15-24,1275
621,2211000,Powiat pucki,2021,total,15-24,3539
622,2212000,Powiat słupski,2021,total,15-24,3529
623,2213000,Powiat starogardzki,2021,total,15-24,5906
624,2214000,Powiat tczewski,2021,total,15-24,4851
625,2215000,Powiat wejherowski,2021,total,15-24,10084
626,2216000,Powiat sztumski,2021,total,15-24,1592
627,2261000,City with powiat status Gdańsk,2021,total,15-24,16487
628,2262000,City with powiat status Gdynia,2021,total,15-24,6848
629,2263000,City with powiat status Słupsk,2021,total,15-24,2232
630,2264000,City with powiat status Sopot,2021,total,15-24,865
631,2401000,Powiat będziński,2021,total,15-24,3883
632,2402000,Powiat bielski,2021,total,15-24,6056
633,2403000,Powiat cieszyński,2021,total,15-24,6959
634,2404000,Powiat częstochowski,2021,total,15-24,3967
635,2405000,Powiat gliwicki,2021,total,15-24,4084
636,2406000,Powiat kłobucki,2021,total,15-24,2743
637,2407000,Powiat lubliniecki,2021,total,15-24,2893
638,2408000,Powiat mikołowski,2021,total,15-24,3224
639,2409000,Powiat myszkowski,2021,total,15-24,2106
640,2410000,Powiat pszczyński,2021,total,15-24,4633
641,2411000,Powiat raciborski,2021,total,15-24,3431
642,2412000,Powiat rybnicki,2021,total,15-24,3048
643,2413000,Powiat tarnogórski,2021,total,15-24,4209
644,2414000,Powiat bieruńsko-lędziński,2021,total,15-24,2220
645,2415000,Powiat wodzisławski,2021,total,15-24,5726
646,2416000,Powiat zawierciański,2021,total,15-24,3095
647,2417000,Powiat żywiecki,2021,total,15-24,5712
648,2461000,City with powiat status Bielsko-Biała,2021,total,15-24,4911
649,2462000,City with powiat status Bytom,2021,total,15-24,5022
650,2463000,City with powiat status Chorzów,2021,total,15-24,3611
651,2464000,City with powiat status Częstochowa,2021,total,15-24,4799
652,2465000,City with powiat status Dąbrowa Górnicza,2021,total,15-24,2890
653,2466000,City with powiat status Gliwice,2021,total,15-24,5307
654,2467000,City with powiat status Jastrzębie-Zdrój,2021,total,15-24,3098
655,2468000,City with powiat status Jaworzno,2021,total,15-24,2745
656,2469000,City with powiat status Katowice,2021,total,15-24,8916
657,2470000,City with powiat status Mysłowice,2021,total,15-24,2233
658,2471000,City with powiat status Piekary Śląskie,2021,total,15-24,1770
659,2472000,City with powiat status Ruda Śląska,2021,total,15-24,4580
660,2473000,City with powiat status Rybnik,2021,total,15-24,4680
661,2474000,City with powiat status Siemianowice Śląskie,2021,total,15-24,1853
662,2475000,City with powiat status Sosnowiec,2021,total,15-24,5342
663,2476000,City with powiat status Świętochłowice,2021,total,15-24,1611
664,2477000,City with powiat status Tychy,2021,total,15-24,3452
665,2478000,City with powiat status Zabrze,2021,total,15-24,5245
666,2479000,City with powiat status Żory,2021,total,15-24,2204
667,2601000,Powiat buski,2021,total,15-24,2006
668,2602000,Powiat jędrzejowski,2021,total,15-24,2733
669,2603000,Powiat kazimierski,2021,total,15-24,1087
670,2604000,Powiat kielecki,2021,total,15-24,6976
671,2605000,Powiat konecki,2021,total,15-24,2367
672,2606000,Powiat opatowski,2021,total,15-24,1499
673,2607000,Powiat ostrowiecki,2021,total,15-24,2393
674,2608000,Powiat pińczowski,2021,total,15-24,1162
675,2609000,Powiat sandomierski,2021,total,15-24,1892
676,2610000,Powiat skarżyski,2021,total,15-24,1618
677,2611000,Powiat starachowicki,2021,total,15-24,2640
678,2612000,Powiat staszowski,2021,total,15-24,2284
679,2613000,Powiat włoszczowski,2021,total,15-24,1549
680,2661000,City with powiat status Kielce,2021,total,15-24,3823
681,2801000,Powiat bartoszycki,2021,total,15-24,1720
682,2802000,Powiat braniewski,2021,total,15-24,1263
683,2803000,Powiat działdowski,2021,total,15-24,2722
684,2804000,Powiat elbląski,2021,total,15-24,2035
685,2805000,Powiat ełcki,2021,total,15-24,2721
686,2806000,Powiat giżycki,2021,total,15-24,1583
687,2807000,Powiat iławski,2021,total,15-24,3879
688,2808000,Powiat kętrzyński,2021,total,15-24,1448
689,2809000,Powiat lidzbarski,2021,total,15-24,1288
690,2810000,Powiat mrągowski,2021,total,15-24,1559
691,2811000,Powiat nidzicki,2021,total,15-24,1305
692,2812000,Powiat nowomiejski,2021,total,15-24,2206
693,2813000,Powiat olecki,2021,total,15-24,1125
694,2814000,Powiat olsztyński,2021,total,15-24,4124
695,2815000,Powiat ostródzki,2021,total,15-24,3836
696,2816000,Powiat piski,2021,total,15-24,1594
697,2817000,Powiat szczycieński,2021,total,15-24,2459
698,2818000,Powiat gołdapski,2021,total,15-24,847
699,2819000,Powiat węgorzewski,2021,total,15-24,602
700,2861000,City with powiat status Elbląg,2021,total,15-24,3073
701,2862000,City with powiat status Olsztyn,2021,total,15-24,4518
702,3001000,Powiat chodzieski,2021,total,15-24,2086
703,3002000,Powiat czarnkowsko-trzcianecki,2021,total,15-24,3746
704,3003000,Powiat gnieźnieński,2021,total,15-24,6035
705,3004000,Powiat gostyński,2021,total,15-24,3870
706,3005000,Powiat grodziski,2021,total,15-24,3228
707,3006000,Powiat jarociński,2021,total,15-24,3427
708,3007000,Powiat kaliski,2021,total,15-24,3357
709,3008000,Powiat kępiński,2021,total,15-24,3102
710,3009000,Powiat kolski,2021,total,15-24,3136
711,3010000,Powiat koniński,2021,total,15-24,5242
712,3011000,Powiat kościański,2021,total,15-24,3892
713,3012000,Powiat krotoszyński,2021,total,15-24,3958
714,3013000,Powiat leszczyński,2021,total,15-24,2997
715,3014000,Powiat międzychodzki,2021,total,15-24,1767
716,3015000,Powiat nowotomyski,2021,total,15-24,4141
717,3016000,Powiat obornicki,2021,total,15-24,2903
718,3017000,Powiat ostrowski,2021,total,15-24,6518
719,3018000,Powiat ostrzeszowski,2021,total,15-24,2739
720,3019000,Powiat pilski,2021,total,15-24,4814
721,3020000,Powiat pleszewski,2021,total,15-24,2766
722,3021000,Powiat poznański,2021,total,15-24,14483
723,3022000,Powiat rawicki,2021,total,15-24,3206
724,3023000,Powiat słupecki,2021,total,15-24,2542
725,3024000,Powiat szamotulski,2021,total,15-24,4324
726,3025000,Powiat średzki,2021,total,15-24,2737
727,3026000,Powiat śremski,2021,total,15-24,2989
728,3027000,Powiat turecki,2021,total,15-24,3323
729,3028000,Powiat wągrowiecki,2021,total,15-24,3629
730,3029000,Powiat wolsztyński,2021,total,15-24,3209
731,3030000,Powiat wrzesiński,2021,total,15-24,3631
732,3031000,Powiat złotowski,2021,total,15-24,2765
733,3061000,City with powiat status Kalisz,2021,total,15-24,2917
734,3062000,City with powiat status Konin,2021,total,15-24,1832
735,3063000,City with powiat status Leszno,2021,total,15-24,2210
736,3064000,City with powiat status Poznań,2021,total,15-24,22019
737,3201000,Powiat białogardzki,2021,total,15-24,1610
738,3202000,Powiat choszczeński,2021,total,15-24,1459
739,3203000,Powiat drawski,2021,total,15-24,1761
740,3204000,Powiat goleniowski,2021,total,15-24,3126
741,3205000,Powiat gryficki,2021,total,15-24,1867
742,3206000,Powiat gryfiński,2021,total,15-24,3047
743,3207000,Powiat kamieński,2021,total,15-24,1246
744,3208000,Powiat kołobrzeski,2021,total,15-24,2417
745,3209000,Powiat koszaliński,2021,total,15-24,2299
746,3210000,Powiat myśliborski,2021,total,15-24,2231
747,3211000,Powiat policki,2021,total,15-24,2271
748,3212000,Powiat pyrzycki,2021,total,15-24,1381
749,3213000,Powiat sławieński,2021,total,15-24,1886
750,3214000,Powiat stargardzki,2021,total,15-24,3680
751,3215000,Powiat szczecinecki,2021,total,15-24,2175
752,3216000,Powiat świdwiński,2021,total,15-24,1173
753,3217000,Powiat wałecki,2021,total,15-24,1839
754,3218000,Powiat łobeski,2021,total,15-24,1296
755,3261000,City with powiat status Koszalin,2021,total,15-24,2549
756,3262000,City with powiat status Szczecin,2021,total,15-24,11125
757,3263000,City with powiat status Świnoujście,2021,total,15-24,855
758,201000,Powiat bolesławiecki,2021,total,25-34,8658
759,202000,Powiat dzierżoniowski,2021,total,25-34,8023
760,203000,Powiat głogowski,2021,total,25-34,7711
761,204000,Powiat górowski,2021,total,25-34,2859
762,205000,Powiat jaworski,2021,total,25-34,4232
763,206000,Powiat karkonoski,2021,total,25-34,4621
764,207000,Powiat kamiennogórski,2021,total,25-34,3448
765,208000,Powiat kłodzki,2021,total,25-34,11934
766,209000,Powiat legnicki,2021,total,25-34,4950
767,210000,Powiat lubański,2021,total,25-34,4439
768,211000,Powiat lubiński,2021,total,25-34,9580
769,212000,Powiat lwówecki,2021,total,25-34,3747
770,213000,Powiat milicki,2021,total,25-34,3487
771,214000,Powiat oleśnicki,2021,total,25-34,11304
772,215000,Powiat oławski,2021,total,25-34,7603
773,216000,Powiat polkowicki,2021,total,25-34,6064
774,217000,Powiat strzeliński,2021,total,25-34,4075
775,218000,Powiat średzki,2021,total,25-34,6143
776,219000,Powiat świdnicki,2021,total,25-34,13994
777,220000,Powiat trzebnicki,2021,total,25-34,8547
778,221000,Powiat wałbrzyski,2021,total,25-34,4363
779,223000,Powiat wrocławski,2021,total,25-34,20715
780,224000,Powiat ząbkowicki,2021,total,25-34,5394
781,225000,Powiat zgorzelecki,2021,total,25-34,7120
782,226000,Powiat złotoryjski,2021,total,25-34,3526
783,261000,City with powiat status Jelenia Góra,2021,total,25-34,6361
784,262000,City with powiat status Legnica,2021,total,25-34,8719
785,264000,City with powiat status Wrocław,2021,total,25-34,105413
786,265000,City with powiat status Wałbrzych since 2013,2021,total,25-34,7879
787,401000,Powiat aleksandrowski,2021,total,25-34,4835
788,402000,Powiat brodnicki,2021,total,25-34,8208
789,403000,Powiat bydgoski,2021,total,25-34,11794
790,404000,Powiat chełmiński,2021,total,25-34,4715
791,405000,Powiat golubsko-dobrzyński,2021,total,25-34,4479
792,406000,Powiat grudziądzki,2021,total,25-34,3503
793,407000,Powiat inowrocławski,2021,total,25-34,13941
794,408000,Powiat lipnowski,2021,total,25-34,5942
795,409000,Powiat mogileński,2021,total,25-34,4272
796,410000,Powiat nakielski,2021,total,25-34,8202
797,411000,Powiat radziejowski,2021,total,25-34,3728
798,412000,Powiat rypiński,2021,total,25-34,4029
799,413000,Powiat sępoleński,2021,total,25-34,3925
800,414000,Powiat świecki,2021,total,25-34,9153
801,415000,Powiat toruński,2021,total,25-34,10773
802,416000,Powiat tucholski,2021,total,25-34,4737
803,417000,Powiat wąbrzeski,2021,total,25-34,2980
804,418000,Powiat włocławski,2021,total,25-34,7801
805,419000,Powiat żniński,2021,total,25-34,6496
806,461000,City with powiat status Bydgoszcz,2021,total,25-34,35571
807,462000,City with powiat status Grudziądz,2021,total,25-34,7717
808,463000,City with powiat status Toruń,2021,total,25-34,21804
809,464000,City with powiat status Włocławek,2021,total,25-34,8158
810,601000,Powiat bialski,2021,total,25-34,10454
811,602000,Powiat biłgorajski,2021,total,25-34,9384
812,603000,Powiat chełmski,2021,total,25-34,6731
813,604000,Powiat hrubieszowski,2021,total,25-34,4736
814,605000,Powiat janowski,2021,total,25-34,4098
