,county_code,county_kts,county_name,type,year,wage,NC_population,YR_population
5142,1610.0,10031613110000.0,Powiat prudnicki,grand total,2015,3329.8,46526,55160.0
5143,1611.0,10031613211000.0,Powiat strzelecki,grand total,2015,3575.74,63133,74204.0
5144,1661.0,10031613261000.0,Powiat m. Opole,grand total,2015,4225.15,112033,117899.0
5145,1801.0,10061813301000.0,Powiat bieszczadzki,grand total,2015,3448.24,18363,20701.0
5146,1802.0,10061813302000.0,Powiat brzozowski,grand total,2015,3162.84,55072,61856.0
5147,1803.0,10061813603000.0,Powiat dębicki,grand total,2015,3401.58,114327,126412.0
5148,1804.0,10061813404000.0,Powiat jarosławski,grand total,2015,3546.57,101790,114912.0
5149,1805.0,10061813305000.0,Powiat jasielski,grand total,2015,3262.91,96522,109908.0
5150,1806.0,10061813506000.0,Powiat kolbuszowski,grand total,2015,3112.52,53247,59024.0
5151,1807.0,10061813307000.0,Powiat krośnieński,grand total,2015,3021.31,94676,105826.0
5152,1808.0,10061813608000.0,Powiat leżajski,grand total,2015,3302.16,58700,65708.0
5153,1809.0,10061813409000.0,Powiat lubaczowski,grand total,2015,3168.23,46969,54008.0
5154,1810.0,10061813510000.0,Powiat łańcucki,grand total,2015,3115.76,68608,75583.0
5155,1811.0,10061813611000.0,Powiat mielecki,grand total,2015,3532.3,115188,128808.0
5156,1812.0,10061813612000.0,Powiat niżański,grand total,2015,3017.94,56678,64082.0
5157,1813.0,10061813413000.0,Powiat przemyski,grand total,2015,3195.46,61906,69719.0
5158,1814.0,10061813414000.0,Powiat przeworski,grand total,2015,3130.09,66100,74616.0
5159,1815.0,10061813515000.0,Powiat ropczycko-sędziszowski,grand total,2015,3365.62,62585,68296.0
5160,1816.0,10061813516000.0,Powiat rzeszowski,grand total,2015,3333.91,145699,156165.0
5161,1817.0,10061813317000.0,Powiat sanocki,grand total,2015,3251.52,79551,90567.0
5162,1818.0,10061813618000.0,Powiat stalowowolski,grand total,2015,3651.26,90549,103695.0
5163,1819.0,10061813519000.0,Powiat strzyżowski,grand total,2015,2990.08,52142,59010.0
5164,1820.0,10061813620000.0,Powiat tarnobrzeski,grand total,2015,3531.2,45261,51392.0
5165,1821.0,10061813321000.0,Powiat leski,grand total,2015,3504.61,22650,25677.0
5166,1861.0,10061813361000.0,Powiat m. Krosno,grand total,2015,3266.12,39545,45489.0
5167,1862.0,10061813462000.0,Powiat m. Przemyśl,grand total,2015,3501.18,51723,61673.0
5168,1863.0,10061813563000.0,Powiat m. Rzeszów,grand total,2015,4231.81,167258,177035.0
5169,1864.0,10061813664000.0,Powiat m. Tarnobrzeg,grand total,2015,3284.02,40019,46680.0
5170,2001.0,10062013901000.0,Powiat augustowski,grand total,2015,3761.95,48739,57194.0
5171,2002.0,10062013702000.0,Powiat białostocki,grand total,2015,3338.72,131163,139426.0
5172,2003.0,10062013803000.0,Powiat bielski,grand total,2015,3924.61,45796,57765.0
5173,2004.0,10062013904000.0,Powiat grajewski,grand total,2015,3984.35,39447,45849.0
5174,2005.0,10062013805000.0,Powiat hajnowski,grand total,2015,3715.52,36073,46848.0
5175,2006.0,10062013806000.0,Powiat kolneński,grand total,2015,3393.65,31490,37176.0
5176,2007.0,10062013807000.0,Powiat łomżyński,grand total,2015,3708.32,42751,48865.0
5177,2008.0,10062013908000.0,Powiat moniecki,grand total,2015,3364.02,33723,41040.0
5178,2009.0,10062013909000.0,Powiat sejneński,grand total,2015,3564.4,16844,20291.0
5179,2010.0,10062013810000.0,Powiat siemiatycki,grand total,2015,3220.48,37208,46730.0
5180,2011.0,10062013711000.0,Powiat sokólski,grand total,2015,3408.27,55778,68716.0
5181,2012.0,10062013912000.0,Powiat suwalski,grand total,2015,3120.95,29839,34076.0
5182,2013.0,10062013813000.0,Powiat wysokomazowiecki,grand total,2015,3552.72,47162,56475.0
5183,2014.0,10062013814000.0,Powiat zambrowski,grand total,2015,3473.68,36566,42370.0
5184,2061.0,10062013761000.0,Powiat m. Białystok,grand total,2015,3844.68,255358,285156.0
5185,2062.0,10062013862000.0,Powiat m. Łomża,grand total,2015,3338.23,52982,59398.0
5186,2063.0,10062013963000.0,Powiat m. Suwałki,grand total,2015,3435.66,59449,64100.0
5187,2201.0,10042214101000.0,Powiat bytowski,grand total,2015,3447.3,65028,71042.0
5188,2202.0,10042217202000.0,Powiat chojnicki,grand total,2015,3133.05,81204,87669.0
5189,2203.0,10042217203000.0,Powiat człuchowski,grand total,2015,3384.44,46684,52281.0
5190,2204.0,10042214004000.0,Powiat gdański,grand total,2015,3806.02,104588,95654.0
5191,2205.0,10042214005000.0,Powiat kartuski,grand total,2015,3275.79,118078,109608.0
5192,2206.0,10042217206000.0,Powiat kościerski,grand total,2015,3117.95,60245,63656.0
5193,2207.0,10042214207000.0,Powiat kwidzyński,grand total,2015,3771.88,69490,75243.0
5194,2208.0,10042214108000.0,Powiat lęborski,grand total,2015,3554.76,54757,60522.0
5195,2209.0,10042214209000.0,Powiat malborski,grand total,2015,3408.03,53468,60092.0
5196,2210.0,10042214010000.0,Powiat nowodworski,grand total,2015,3422.12,29635,33384.0
5197,2211.0,10042214011000.0,Powiat pucki,grand total,2015,3584.09,75072,73866.0
5198,2212.0,10042214112000.0,Powiat słupski,grand total,2015,3497.25,82381,89419.0
5199,2213.0,10042214213000.0,Powiat starogardzki,grand total,2015,3560.38,106157,115128.0
5200,2214.0,10042214214000.0,Powiat tczewski,grand total,2015,3821.28,95979,105805.0
5201,2215.0,10042214015000.0,Powiat wejherowski,grand total,2015,3441.57,186420,184390.0
5202,2216.0,10042214216000.0,Powiat sztumski,grand total,2015,3455.74,33963,38364.0
5203,2261.0,10042214361000.0,Powiat m. Gdańsk,grand total,2015,4992.14,425120,451805.0
5204,2262.0,10042214362000.0,Powiat m. Gdynia,grand total,2015,4566.82,216211,244825.0
5205,2263.0,10042214163000.0,Powiat m. Słupsk,grand total,2015,3478.22,77817,90339.0
5206,2264.0,10042214364000.0,Powiat m. Sopot,grand total,2015,4836.93,29764,39490.0
5207,2401.0,10012415001000.0,Powiat będziński,grand total,2015,3451.24,129553,147206.0
5208,2402.0,10012414402000.0,Powiat bielski,grand total,2015,3613.2,140495,151671.0
5209,2403.0,10012414403000.0,Powiat cieszyński,grand total,2015,3455.64,151326,167566.0
5210,2404.0,10012414604000.0,Powiat częstochowski,grand total,2015,3209.23,116162,131047.0
5211,2405.0,10012414705000.0,Powiat gliwicki,grand total,2015,3420.49,97669,110407.0
5212,2406.0,10012414606000.0,Powiat kłobucki,grand total,2015,2978.56,72448,82302.0
5213,2407.0,10012414507000.0,Powiat lubliniecki,grand total,2015,3411.51,65438,73470.0
5214,2408.0,10012415108000.0,Powiat mikołowski,grand total,2015,3657.03,84203,90624.0
5215,2409.0,10012414609000.0,Powiat myszkowski,grand total,2015,3331.77,60529,69705.0
5216,2410.0,10012415110000.0,Powiat pszczyński,grand total,2015,3372.27,93124,99727.0
5217,2411.0,10012414911000.0,Powiat raciborski,grand total,2015,3735.23,89022,107023.0
5218,2412.0,10012414912000.0,Powiat rybnicki,grand total,2015,3624.92,65086,72467.0
5219,2413.0,10012414513000.0,Powiat tarnogórski,grand total,2015,3569.46,120386,135411.0
5220,2414.0,10012415114000.0,Powiat bieruńsko-lędziński,grand total,2015,3657.77,50174,54582.0
5221,2415.0,10012414915000.0,Powiat wodzisławski,grand total,2015,3211.61,131576,151409.0
5222,2416.0,10012415016000.0,Powiat zawierciański,grand total,2015,3681.04,101211,118199.0
5223,2417.0,10012414417000.0,Powiat żywiecki,grand total,2015,4059.16,129231,144966.0
5224,2461.0,10012414461000.0,Powiat m. Bielsko-Biała,grand total,2015,4071.65,147605,168182.0
5225,2462.0,10012414562000.0,Powiat m. Bytom,grand total,2015,4050.32,135135,169007.0
5226,2463.0,10012414863000.0,Powiat m. Chorzów,grand total,2015,3754.13,91247,107865.0
5227,2464.0,10012414664000.0,Powiat m. Częstochowa,grand total,2015,3644.53,189797,227141.0
5228,2465.0,10012415065000.0,Powiat m. Dąbrowa Górnicza,grand total,2015,4613.23,103365,119045.0
5229,2466.0,10012414766000.0,Powiat m. Gliwice,grand total,2015,4726.43,152919,180289.0
5230,2467.0,10012414967000.0,Powiat m. Jastrzębie-Zdrój,grand total,2015,6182.71,74526,86383.0
5231,2468.0,10012415068000.0,Powiat m. Jaworzno,grand total,2015,5333.82,78075,90543.0
5232,2469.0,10012414869000.0,Powiat m. Katowice,grand total,2015,5262.02,254105,303892.0
5233,2470.0,10012414870000.0,Powiat m. Mysłowice,grand total,2015,3787.8,62628,71171.0
5234,2471.0,10012414571000.0,Powiat m. Piekary Śląskie,grand total,2015,3958.91,46502,55262.0
5235,2472.0,10012414872000.0,Powiat m. Ruda Śląska,grand total,2015,3577.97,116165,134037.0
5236,2473.0,10012414973000.0,Powiat m. Rybnik,grand total,2015,3762.4,115752,132261.0
5237,2474.0,10012414874000.0,Powiat m. Siemianowice Śląskie,grand total,2015,3700.78,56672,66854.0
5238,2475.0,10012415075000.0,Powiat m. Sosnowiec,grand total,2015,3706.45,173106,206203.0
5239,2476.0,10012414876000.0,Powiat m. Świętochłowice,grand total,2015,3260.66,40709,49464.0
5240,2477.0,10012415177000.0,Powiat m. Tychy,grand total,2015,4011.32,108205,122006.0
5241,2478.0,10012414778000.0,Powiat m. Zabrze,grand total,2015,3955.12,139369,174752.0
5242,2479.0,10012414979000.0,Powiat m. Żory,grand total,2015,3613.55,52919,55879.0
5243,2601.0,10052615301000.0,Powiat buski,grand total,2015,3301.87,61235,72223.0
5244,2602.0,10052615302000.0,Powiat jędrzejowski,grand total,2015,3900.83,72269,83610.0
5245,2603.0,10052615303000.0,Powiat kazimierski,grand total,2015,3142.99,28954,34640.0
5246,2604.0,10052615204000.0,Powiat kielecki,grand total,2015,3246.51,181073,193957.0
5247,2605.0,10052615205000.0,Powiat konecki,grand total,2015,3355.31,67551,80964.0
5248,2606.0,10052615306000.0,Powiat opatowski,grand total,2015,3255.65,44147,52644.0
5249,2607.0,10052615207000.0,Powiat ostrowiecki,grand total,2015,3342.45,92541,111308.0
5250,2608.0,10052615308000.0,Powiat pińczowski,grand total,2015,3349.3,33219,39852.0
5251,2609.0,10052615309000.0,Powiat sandomierski,grand total,2015,3665.14,65454,78048.0
5252,2610.0,10052615210000.0,Powiat skarżyski,grand total,2015,3448.29,63384,77237.0
5253,2611.0,10052615211000.0,Powiat starachowicki,grand total,2015,3387.74,76217,91223.0
5254,2612.0,10052615312000.0,Powiat staszowski,grand total,2015,3760.61,60934,69813.0
5255,2613.0,10052615313000.0,Powiat włoszczowski,grand total,2015,3510.22,38323,44324.0
5256,2661.0,10052615261000.0,Powiat m. Kielce,grand total,2015,3845.52,164442,195315.0
5257,2801.0,10042815601000.0,Powiat bartoszycki,grand total,2015,3314.71,47499,56196.0
5258,2802.0,10042815402000.0,Powiat braniewski,grand total,2015,3241.42,33539,39581.0
5259,2803.0,10042815403000.0,Powiat działdowski,grand total,2015,3180.05,53760,60716.0
5260,2804.0,10042815404000.0,Powiat elbląski,grand total,2015,3199.49,47704,53536.0
5261,2805.0,10042815505000.0,Powiat ełcki,grand total,2015,3184.73,76506,82627.0
5262,2806.0,10042815506000.0,Powiat giżycki,grand total,2015,3369.69,47838,54377.0
5263,2807.0,10042815407000.0,Powiat iławski,grand total,2015,3172.7,77576,84884.0
5264,2808.0,10042815608000.0,Powiat kętrzyński,grand total,2015,3165.43,51818,61427.0
5265,2809.0,10042815609000.0,Powiat lidzbarski,grand total,2015,3248.95,34150,40069.0
5266,2810.0,10042815610000.0,Powiat mrągowski,grand total,2015,3077.81,42535,47331.0
5267,2811.0,10042815611000.0,Powiat nidzicki,grand total,2015,3079.14,27012,31168.0
5268,2812.0,10042815412000.0,Powiat nowomiejski,grand total,2015,2878.1,36056,40315.0
5269,2813.0,10042815513000.0,Powiat olecki,grand total,2015,3357.05,28184,32190.0
5270,2814.0,10042815614000.0,Powiat olsztyński,grand total,2015,3559.63,109655,112964.0
5271,2815.0,10042815415000.0,Powiat ostródzki,grand total,2015,3175.96,87404,98390.0
5272,2816.0,10042815516000.0,Powiat piski,grand total,2015,3445.13,46342,53885.0
5273,2817.0,10042815617000.0,Powiat szczycieński,grand total,2015,3482.48,58273,65409.0
5274,2818.0,10042815518000.0,Powiat gołdapski,grand total,2015,3045.01,21842,25135.0
5275,2819.0,10042815519000.0,Powiat węgorzewski,grand total,2015,3088.51,18782,22521.0
5276,2861.0,10042815461000.0,Powiat m. Elbląg,grand total,2015,3687.8,101580,116980.0
5277,2862.0,10042815662000.0,Powiat m. Olsztyn,grand total,2015,4104.05,148504,166376.0
5278,3001.0,10023016001000.0,Powiat chodzieski,grand total,2015,3488.04,39771,43767.0
5279,3002.0,10023016002000.0,Powiat czarnkowsko-trzcianecki,grand total,2015,3506.61,72876,80699.0
5280,3003.0,10023015803000.0,Powiat gnieźnieński,grand total,2015,3386.42,121395,133011.0
5281,3004.0,10023015904000.0,Powiat gostyński,grand total,2015,3415.02,63119,70416.0
5282,3005.0,10023015905000.0,Powiat grodziski,grand total,2015,2931.27,43209,45907.0
5283,3006.0,10023015706000.0,Powiat jarociński,grand total,2015,2898.12,59953,66370.0
5284,3007.0,10023015707000.0,Powiat kaliski,grand total,2015,3035.7,70643,77352.0
5285,3008.0,10023015708000.0,Powiat kępiński,grand total,2015,2568.52,48392,51959.0
5286,3009.0,10023015809000.0,Powiat kolski,grand total,2015,3696.1,72155,83396.0
5287,3010.0,10023015810000.0,Powiat koniński,grand total,2015,3319.18,110097,118767.0
5288,3011.0,10023015911000.0,Powiat kościański,grand total,2015,3398.7,66357,73270.0
5289,3012.0,10023015712000.0,Powiat krotoszyński,grand total,2015,2931.62,64771,71559.0
5290,3013.0,10023015913000.0,Powiat leszczyński,grand total,2015,3812.62,48523,48702.0
5291,3014.0,10023015914000.0,Powiat międzychodzki,grand total,2015,3207.93,30866,33963.0
5292,3015.0,10023015915000.0,Powiat nowotomyski,grand total,2015,3547.42,63330,67301.0
5293,3016.0,10023016116000.0,Powiat obornicki,grand total,2015,3620.93,49904,53293.0
5294,3017.0,10023015717000.0,Powiat ostrowski,grand total,2015,3357.37,137187,151301.0
5295,3018.0,10023015718000.0,Powiat ostrzeszowski,grand total,2015,3338.34,46959,51061.0
5296,3019.0,10023016019000.0,Powiat pilski,grand total,2015,3569.05,114955,127387.0
5297,3020.0,10023015720000.0,Powiat pleszewski,grand total,2015,3308.08,53058,58283.0
5298,3021.0,10023016121000.0,Powiat poznański,grand total,2015,3676.21,354878,320371.0
5299,3022.0,10023015922000.0,Powiat rawicki,grand total,2015,3045.68,50612,55197.0
5300,3023.0,10023015823000.0,Powiat słupecki,grand total,2015,3171.47,49905,55610.0
5301,3024.0,10023016124000.0,Powiat szamotulski,grand total,2015,3975.8,77684,82078.0
5302,3025.0,10023016125000.0,Powiat średzki,grand total,2015,3626.56,49921,52237.0
5303,3026.0,10023016126000.0,Powiat śremski,grand total,2015,3250.33,51777,55161.0
5304,3027.0,10023015827000.0,Powiat turecki,grand total,2015,2999.24,70316,78747.0
5305,3028.0,10023016028000.0,Powiat wągrowiecki,grand total,2015,3346.9,58634,63376.0
5306,3029.0,10023015929000.0,Powiat wolsztyński,grand total,2015,3189.94,47966,51484.0
5307,3030.0,10023015830000.0,Powiat wrzesiński,grand total,2015,3406.61,66536,70596.0
5308,3031.0,10023016031000.0,Powiat złotowski,grand total,2015,3114.52,58373,63889.0
5309,3061.0,10023015761000.0,Powiat m. Kalisz,grand total,2015,3532.3,84677,100399.0
5310,3062.0,10023015862000.0,Powiat m. Konin,grand total,2015,3790.14,62140,74486.0
5311,3063.0,10023015963000.0,Powiat m. Leszno,grand total,2015,3427.7,53859,60839.0
5312,3064.0,10023016264000.0,Powiat m. Poznań,grand total,2015,4549.11,482205,530344.0
5313,3201.0,10023216301000.0,Powiat białogardzki,grand total,2015,3394.74,39670,45171.0
5314,3202.0,10023216402000.0,Powiat choszczeński,grand total,2015,3397.02,39739,46154.0
5315,3203.0,10023216403000.0,Powiat drawski,grand total,2015,3068.19,47487,54076.0
5316,3204.0,10023216604000.0,Powiat goleniowski,grand total,2015,3681.15,70693,75697.0
5317,3205.0,10023216605000.0,Powiat gryficki,grand total,2015,3184.98,50343,57049.0
5318,3206.0,10023216606000.0,Powiat gryfiński,grand total,2015,3534.88,68588,77266.0
5319,3207.0,10023216607000.0,Powiat kamieński,grand total,2015,3201.23,39884,45047.0
5320,3208.0,10023216308000.0,Powiat kołobrzeski,grand total,2015,3391.16,68419,76133.0
5321,3209.0,10023216309000.0,Powiat koszaliński,grand total,2015,3430.31,57314,60675.0
5322,3210.0,10023216410000.0,Powiat myśliborski,grand total,2015,3382.88,55563,62759.0
5323,3211.0,10023216611000.0,Powiat policki,grand total,2015,4309.12,70433,67386.0
5324,3212.0,10023216412000.0,Powiat pyrzycki,grand total,2015,3189.06,32576,37707.0
5325,3213.0,10023216313000.0,Powiat sławieński,grand total,2015,3120.7,47132,53297.0
5326,3214.0,10023216614000.0,Powiat stargardzki,grand total,2015,3523.62,103146,112712.0
5327,3215.0,10023216415000.0,Powiat szczecinecki,grand total,2015,3574.91,64968,74306.0
5328,3216.0,10023216416000.0,Powiat świdwiński,grand total,2015,3162.58,38924,45179.0
5329,3217.0,10023216417000.0,Powiat wałecki,grand total,2015,3447.21,44491,50421.0
5330,3218.0,10023216418000.0,Powiat łobeski,grand total,2015,3419.11,30007,35467.0
5331,3261.0,10023216361000.0,Powiat m. Koszalin,grand total,2015,3644.39,93083,105997.0
5332,3262.0,10023216562000.0,Powiat m. Szczecin,grand total,2015,4381.58,349790,399647.0
5333,3263.0,10023216663000.0,Powiat m. Świnoujście,grand total,2015,4344.85,35988,40839.0
5334,201.0,10030210101000.0,Powiat bolesławiecki,grand total,2016,3666.19,76739,85419.0
5335,202.0,10030210302000.0,Powiat dzierżoniowski,grand total,2016,3562.63,86543,101356.0
5336,203.0,10030210203000.0,Powiat głogowski,grand total,2016,3723.59,75191,83564.0
5337,204.0,10030210204000.0,Powiat górowski,grand total,2016,3386.93,29042,33469.0
5338,205.0,10030210105000.0,Powiat jaworski,grand total,2016,3546.24,42493,49008.0
5339,206.0,10030210106000.0,Powiat karkonoski,grand total,2016,3548.55,54667,62059.0
5340,207.0,10030210107000.0,Powiat kamiennogórski,grand total,2016,3460.07,36913,42783.0
5341,208.0,10030210308000.0,Powiat kłodzki,grand total,2016,3526.67,134790,158860.0
5342,209.0,10030210209000.0,Powiat legnicki,grand total,2016,3579.41,47367,51808.0
5343,210.0,10030210110000.0,Powiat lubański,grand total,2016,3431.31,46595,53131.0
5344,211.0,10030210211000.0,Powiat lubiński,grand total,2016,7170.21,90704,101124.0
5345,212.0,10030210112000.0,Powiat lwówecki,grand total,2016,3420.2,38811,44554.0
5346,213.0,10030210413000.0,Powiat milicki,grand total,2016,3349.75,31027,34474.0
5347,214.0,10030210414000.0,Powiat oleśnicki,grand total,2016,3631.94,91536,100017.0
5348,215.0,10030210415000.0,Powiat oławski,grand total,2016,3881.26,66642,71353.0
5349,216.0,10030210216000.0,Powiat polkowicki,grand total,2016,4478.18,52620,58112.0
5350,217.0,10030210417000.0,Powiat strzeliński,grand total,2016,3725.39,36837,41969.0
5351,218.0,10030210418000.0,Powiat średzki,grand total,2016,4029.0,48878,49352.0
5352,219.0,10030210319000.0,Powiat świdnicki,grand total,2016,3887.57,134638,153365.0
5353,220.0,10030210420000.0,Powiat trzebnicki,grand total,2016,3437.11,74466,77838.0
5354,221.0,10030210321000.0,Powiat wałbrzyski,grand total,2016,3528.0,47771,55769.0
5355,222.0,10030210422000.0,Powiat wołowski,grand total,2016,4202.1,40252,45237.0
5356,223.0,10030210423000.0,Powiat wrocławski,grand total,2016,3964.54,142581,122112.0
5357,224.0,10030210324000.0,Powiat ząbkowicki,grand total,2016,3434.23,55208,64674.0
