,county_code,county_kts,county_name,type,year,wage,NC_population,YR_population
4840,2415.0,10012414915000.0,Powiat wodzisławski,grand total,2014,3139.42,131576,151713.0
4841,2416.0,10012415016000.0,Powiat zawierciański,grand total,2014,3507.52,101211,118801.0
4842,2417.0,10012414417000.0,Powiat żywiecki,grand total,2014,4067.79,129231,145066.0
4843,2461.0,10012414461000.0,Powiat m. Bielsko-Biała,grand total,2014,3930.33,147605,168363.0
4844,2462.0,10012414562000.0,Powiat m. Bytom,grand total,2014,3542.7,135135,170252.0
4845,2463.0,10012414863000.0,Powiat m. Chorzów,grand total,2014,3638.84,91247,108531.0
4846,2464.0,10012414664000.0,Powiat m. Częstochowa,grand total,2014,3526.81,189797,228567.0
4847,2465.0,10012415065000.0,Powiat m. Dąbrowa Górnicza,grand total,2014,4445.38,103365,119494.0
4848,2466.0,10012414766000.0,Powiat m. Gliwice,grand total,2014,4482.68,152919,181363.0
4849,2467.0,10012414967000.0,Powiat m. Jastrzębie-Zdrój,grand total,2014,6536.76,74526,86382.0
4850,2468.0,10012415068000.0,Powiat m. Jaworzno,grand total,2014,4714.66,78075,90991.0
4851,2469.0,10012414869000.0,Powiat m. Katowice,grand total,2014,5199.41,254105,305741.0
4852,2470.0,10012414870000.0,Powiat m. Mysłowice,grand total,2014,3704.34,62628,71405.0
4853,2471.0,10012414571000.0,Powiat m. Piekary Śląskie,grand total,2014,3594.01,46502,55633.0
4854,2472.0,10012414872000.0,Powiat m. Ruda Śląska,grand total,2014,3438.13,116165,134861.0
4855,2473.0,10012414973000.0,Powiat m. Rybnik,grand total,2014,3607.45,115752,132861.0
4856,2474.0,10012414874000.0,Powiat m. Siemianowice Śląskie,grand total,2014,3625.95,56672,67360.0
4857,2475.0,10012415075000.0,Powiat m. Sosnowiec,grand total,2014,3624.37,173106,207694.0
4858,2476.0,10012414876000.0,Powiat m. Świętochłowice,grand total,2014,3145.07,40709,49933.0
4859,2477.0,10012415177000.0,Powiat m. Tychy,grand total,2014,3819.32,108205,122309.0
4860,2478.0,10012414778000.0,Powiat m. Zabrze,grand total,2014,3835.4,139369,175234.0
4861,2479.0,10012414979000.0,Powiat m. Żory,grand total,2014,3534.18,52919,55826.0
4862,2601.0,10052615301000.0,Powiat buski,grand total,2014,3158.01,61235,72554.0
4863,2602.0,10052615302000.0,Powiat jędrzejowski,grand total,2014,3811.9,72269,84060.0
4864,2603.0,10052615303000.0,Powiat kazimierski,grand total,2014,3055.63,28954,34792.0
4865,2604.0,10052615204000.0,Powiat kielecki,grand total,2014,3095.16,181073,193465.0
4866,2605.0,10052615205000.0,Powiat konecki,grand total,2014,3260.47,67551,81376.0
4867,2606.0,10052615306000.0,Powiat opatowski,grand total,2014,3154.31,44147,53039.0
4868,2607.0,10052615207000.0,Powiat ostrowiecki,grand total,2014,3225.91,92541,112205.0
4869,2608.0,10052615308000.0,Powiat pińczowski,grand total,2014,3246.61,33219,40101.0
4870,2609.0,10052615309000.0,Powiat sandomierski,grand total,2014,3526.06,65454,78091.0
4871,2610.0,10052615210000.0,Powiat skarżyski,grand total,2014,3395.64,63384,77766.0
4872,2611.0,10052615211000.0,Powiat starachowicki,grand total,2014,3199.99,76217,91531.0
4873,2612.0,10052615312000.0,Powiat staszowski,grand total,2014,3589.54,60934,70026.0
4874,2613.0,10052615313000.0,Powiat włoszczowski,grand total,2014,3382.92,38323,44478.0
4875,2661.0,10052615261000.0,Powiat m. Kielce,grand total,2014,3669.64,164442,195703.0
4876,2801.0,10042815601000.0,Powiat bartoszycki,grand total,2014,3269.83,47499,56465.0
4877,2802.0,10042815402000.0,Powiat braniewski,grand total,2014,3208.18,33539,39701.0
4878,2803.0,10042815403000.0,Powiat działdowski,grand total,2014,3045.94,53760,60809.0
4879,2804.0,10042815404000.0,Powiat elbląski,grand total,2014,3113.02,47704,53422.0
4880,2805.0,10042815505000.0,Powiat ełcki,grand total,2014,3164.08,76506,82428.0
4881,2806.0,10042815506000.0,Powiat giżycki,grand total,2014,3273.35,47838,54502.0
4882,2807.0,10042815407000.0,Powiat iławski,grand total,2014,3026.1,77576,84913.0
4883,2808.0,10042815608000.0,Powiat kętrzyński,grand total,2014,3034.16,51818,61880.0
4884,2809.0,10042815609000.0,Powiat lidzbarski,grand total,2014,3105.88,34150,40252.0
4885,2810.0,10042815610000.0,Powiat mrągowski,grand total,2014,3037.05,42535,47440.0
4886,2811.0,10042815611000.0,Powiat nidzicki,grand total,2014,2976.78,27012,31274.0
4887,2812.0,10042815412000.0,Powiat nowomiejski,grand total,2014,2938.87,36056,40244.0
4888,2813.0,10042815513000.0,Powiat olecki,grand total,2014,3251.89,28184,32191.0
4889,2814.0,10042815614000.0,Powiat olsztyński,grand total,2014,3370.1,109655,112452.0
4890,2815.0,10042815415000.0,Powiat ostródzki,grand total,2014,3122.59,87404,98545.0
4891,2816.0,10042815516000.0,Powiat piski,grand total,2014,3271.93,46342,53970.0
4892,2817.0,10042815617000.0,Powiat szczycieński,grand total,2014,3412.21,58273,65557.0
4893,2818.0,10042815518000.0,Powiat gołdapski,grand total,2014,2956.47,21842,25249.0
4894,2819.0,10042815519000.0,Powiat węgorzewski,grand total,2014,2983.79,18782,22668.0
4895,2861.0,10042815461000.0,Powiat m. Elbląg,grand total,2014,3620.55,101580,117404.0
4896,2862.0,10042815662000.0,Powiat m. Olsztyn,grand total,2014,3954.4,148504,166931.0
4897,3001.0,10023016001000.0,Powiat chodzieski,grand total,2014,3303.09,39771,43701.0
4898,3002.0,10023016002000.0,Powiat czarnkowsko-trzcianecki,grand total,2014,3410.14,72876,80808.0
4899,3003.0,10023015803000.0,Powiat gnieźnieński,grand total,2014,3253.35,121395,132839.0
4900,3004.0,10023015904000.0,Powiat gostyński,grand total,2014,3282.64,63119,70403.0
4901,3005.0,10023015905000.0,Powiat grodziski,grand total,2014,2976.94,43209,45796.0
4902,3006.0,10023015706000.0,Powiat jarociński,grand total,2014,2803.8,59953,66349.0
4903,3007.0,10023015707000.0,Powiat kaliski,grand total,2014,3007.45,70643,77313.0
4904,3008.0,10023015708000.0,Powiat kępiński,grand total,2014,2544.18,48392,51932.0
4905,3009.0,10023015809000.0,Powiat kolski,grand total,2014,3624.38,72155,83714.0
4906,3010.0,10023015810000.0,Powiat koniński,grand total,2014,3328.35,110097,118384.0
4907,3011.0,10023015911000.0,Powiat kościański,grand total,2014,3257.11,66357,73299.0
4908,3012.0,10023015712000.0,Powiat krotoszyński,grand total,2014,2849.87,64771,71741.0
4909,3013.0,10023015913000.0,Powiat leszczyński,grand total,2014,3678.43,48523,48400.0
4910,3014.0,10023015914000.0,Powiat międzychodzki,grand total,2014,3172.75,30866,33972.0
4911,3015.0,10023015915000.0,Powiat nowotomyski,grand total,2014,3466.29,63330,67257.0
4912,3016.0,10023016116000.0,Powiat obornicki,grand total,2014,3595.79,49904,53058.0
4913,3017.0,10023015717000.0,Powiat ostrowski,grand total,2014,3212.43,137187,151270.0
4914,3018.0,10023015718000.0,Powiat ostrzeszowski,grand total,2014,3193.68,46959,51001.0
4915,3019.0,10023016019000.0,Powiat pilski,grand total,2014,3635.85,114955,127468.0
4916,3020.0,10023015720000.0,Powiat pleszewski,grand total,2014,3190.51,53058,58239.0
4917,3021.0,10023016121000.0,Powiat poznański,grand total,2014,3520.37,354878,314614.0
4918,3022.0,10023015922000.0,Powiat rawicki,grand total,2014,2920.61,50612,55268.0
4919,3023.0,10023015823000.0,Powiat słupecki,grand total,2014,3093.66,49905,55650.0
4920,3024.0,10023016124000.0,Powiat szamotulski,grand total,2014,3817.63,77684,81967.0
4921,3025.0,10023016125000.0,Powiat średzki,grand total,2014,3466.94,49921,52109.0
4922,3026.0,10023016126000.0,Powiat śremski,grand total,2014,3108.41,51777,55013.0
4923,3027.0,10023015827000.0,Powiat turecki,grand total,2014,3025.0,70316,78866.0
4924,3028.0,10023016028000.0,Powiat wągrowiecki,grand total,2014,3135.77,58634,63328.0
4925,3029.0,10023015929000.0,Powiat wolsztyński,grand total,2014,3013.55,47966,51350.0
4926,3030.0,10023015830000.0,Powiat wrzesiński,grand total,2014,3264.85,66536,70459.0
4927,3031.0,10023016031000.0,Powiat złotowski,grand total,2014,3019.42,58373,63939.0
4928,3061.0,10023015761000.0,Powiat m. Kalisz,grand total,2014,3395.84,84677,100837.0
4929,3062.0,10023015862000.0,Powiat m. Konin,grand total,2014,3653.29,62140,74712.0
4930,3063.0,10023015963000.0,Powiat m. Leszno,grand total,2014,3362.89,53859,60736.0
4931,3064.0,10023016264000.0,Powiat m. Poznań,grand total,2014,4354.4,482205,534148.0
4932,3201.0,10023216301000.0,Powiat białogardzki,grand total,2014,3340.94,39670,45435.0
4933,3202.0,10023216402000.0,Powiat choszczeński,grand total,2014,3305.47,39739,46300.0
4934,3203.0,10023216403000.0,Powiat drawski,grand total,2014,2999.87,47487,54182.0
4935,3204.0,10023216604000.0,Powiat goleniowski,grand total,2014,3511.95,70693,75673.0
4936,3205.0,10023216605000.0,Powiat gryficki,grand total,2014,3057.57,50343,57085.0
4937,3206.0,10023216606000.0,Powiat gryfiński,grand total,2014,3399.34,68588,77361.0
4938,3207.0,10023216607000.0,Powiat kamieński,grand total,2014,3123.3,39884,45124.0
4939,3208.0,10023216308000.0,Powiat kołobrzeski,grand total,2014,3311.54,68419,76024.0
4940,3209.0,10023216309000.0,Powiat koszaliński,grand total,2014,3310.28,57314,60591.0
4941,3210.0,10023216410000.0,Powiat myśliborski,grand total,2014,3344.71,55563,62994.0
4942,3211.0,10023216611000.0,Powiat policki,grand total,2014,4139.86,70433,66651.0
4943,3212.0,10023216412000.0,Powiat pyrzycki,grand total,2014,3091.46,32576,37836.0
4944,3213.0,10023216313000.0,Powiat sławieński,grand total,2014,3057.18,47132,53476.0
4945,3214.0,10023216614000.0,Powiat stargardzki,grand total,2014,3328.64,103146,112805.0
4946,3215.0,10023216415000.0,Powiat szczecinecki,grand total,2014,3514.38,64968,74397.0
4947,3216.0,10023216416000.0,Powiat świdwiński,grand total,2014,3033.78,38924,45466.0
4948,3217.0,10023216417000.0,Powiat wałecki,grand total,2014,3336.5,44491,50424.0
4949,3218.0,10023216418000.0,Powiat łobeski,grand total,2014,3289.68,30007,35530.0
4950,3261.0,10023216361000.0,Powiat m. Koszalin,grand total,2014,3568.03,93083,106527.0
4951,3262.0,10023216562000.0,Powiat m. Szczecin,grand total,2014,4176.65,349790,401173.0
4952,3263.0,10023216663000.0,Powiat m. Świnoujście,grand total,2014,4127.79,35988,40846.0
4953,201.0,10030210101000.0,Powiat bolesławiecki,grand total,2015,3548.69,76739,85300.0
4954,202.0,10030210302000.0,Powiat dzierżoniowski,grand total,2015,3406.18,86543,101766.0
4955,203.0,10030210203000.0,Powiat głogowski,grand total,2015,3615.99,75191,83158.0
4956,204.0,10030210204000.0,Powiat górowski,grand total,2015,3242.71,29042,33488.0
4957,205.0,10030210105000.0,Powiat jaworski,grand total,2015,3323.37,42493,49120.0
4958,206.0,10030210106000.0,Powiat karkonoski,grand total,2015,3413.66,54667,62015.0
4959,207.0,10030210107000.0,Powiat kamiennogórski,grand total,2015,3269.22,36913,42728.0
4960,208.0,10030210308000.0,Powiat kłodzki,grand total,2015,3410.23,134790,159173.0
4961,209.0,10030210209000.0,Powiat legnicki,grand total,2015,3403.32,47367,51630.0
4962,210.0,10030210110000.0,Powiat lubański,grand total,2015,3313.97,46595,53174.0
4963,211.0,10030210211000.0,Powiat lubiński,grand total,2015,6955.85,90704,100568.0
4964,212.0,10030210112000.0,Powiat lwówecki,grand total,2015,3323.95,38811,44610.0
4965,213.0,10030210413000.0,Powiat milicki,grand total,2015,3221.15,31027,34264.0
4966,214.0,10030210414000.0,Powiat oleśnicki,grand total,2015,3456.5,91536,99294.0
4967,215.0,10030210415000.0,Powiat oławski,grand total,2015,3738.78,66642,70928.0
4968,216.0,10030210216000.0,Powiat polkowicki,grand total,2015,4430.87,52620,57792.0
4969,217.0,10030210417000.0,Powiat strzeliński,grand total,2015,3595.32,36837,42045.0
4970,218.0,10030210418000.0,Powiat średzki,grand total,2015,3826.72,48878,48985.0
4971,219.0,10030210319000.0,Powiat świdnicki,grand total,2015,3736.97,134638,153581.0
4972,220.0,10030210420000.0,Powiat trzebnicki,grand total,2015,3323.99,74466,77181.0
4973,221.0,10030210321000.0,Powiat wałbrzyski,grand total,2015,3293.54,47771,55884.0
4974,222.0,10030210422000.0,Powiat wołowski,grand total,2015,4001.8,40252,45184.0
4975,223.0,10030210423000.0,Powiat wrocławski,grand total,2015,3706.59,142581,119493.0
4976,224.0,10030210324000.0,Powiat ząbkowicki,grand total,2015,3388.52,55208,64851.0
4977,225.0,10030210125000.0,Powiat zgorzelecki,grand total,2015,3630.73,77257,88506.0
4978,226.0,10030210126000.0,Powiat złotoryjski,grand total,2015,3826.13,36516,41970.0
4979,261.0,10030210161000.0,Powiat m. Jelenia Góra,grand total,2015,3835.12,69432,81583.0
4980,262.0,10030210262000.0,Powiat m. Legnica,grand total,2015,3582.11,83631,97319.0
4981,265.0,10030210365000.0,Powiat m. Wałbrzych,grand total,2015,,93685,115404.0
4982,264.0,10030210564000.0,Powiat m. Wrocław,grand total,2015,4569.88,591335,626580.0
4983,265.0,10030210365000.0,Powiat m. Wałbrzych,grand total,2015,4036.65,93685,115404.0
4984,401.0,10040410801000.0,Powiat aleksandrowski,grand total,2015,3099.06,47168,53089.0
4985,402.0,10040410702000.0,Powiat brodnicki,grand total,2015,3165.06,66389,71648.0
4986,403.0,10040410603000.0,Powiat bydgoski,grand total,2015,3548.05,103150,101618.0
4987,404.0,10040410704000.0,Powiat chełmiński,grand total,2015,3299.94,43201,48370.0
4988,405.0,10040410705000.0,Powiat golubsko-dobrzyński,grand total,2015,3492.49,37717,42035.0
4989,406.0,10040410706000.0,Powiat grudziądzki,grand total,2015,3403.47,33300,36444.0
4990,407.0,10040416707000.0,Powiat inowrocławski,grand total,2015,3257.22,135028,155040.0
4991,408.0,10040410808000.0,Powiat lipnowski,grand total,2015,2859.77,54670,61518.0
4992,409.0,10040416709000.0,Powiat mogileński,grand total,2015,3317.85,38325,43549.0
4993,410.0,10040416710000.0,Powiat nakielski,grand total,2015,3182.69,71711,79334.0
4994,411.0,10040410811000.0,Powiat radziejowski,grand total,2015,3095.39,34028,39802.0
4995,412.0,10040410712000.0,Powiat rypiński,grand total,2015,3134.03,36136,41387.0
4996,413.0,10040416813000.0,Powiat sępoleński,grand total,2015,3232.37,33826,38299.0
4997,414.0,10040416814000.0,Powiat świecki,grand total,2015,3516.4,82391,91842.0
4998,415.0,10040410615000.0,Powiat toruński,grand total,2015,3107.9,93299,91964.0
4999,416.0,10040416816000.0,Powiat tucholski,grand total,2015,3067.37,40210,44285.0
5000,417.0,10040410717000.0,Powiat wąbrzeski,grand total,2015,3336.63,28488,32511.0
5001,418.0,10040410818000.0,Powiat włocławski,grand total,2015,3137.4,72400,82184.0
5002,419.0,10040416719000.0,Powiat żniński,grand total,2015,3042.27,58848,65538.0
5003,461.0,10040410661000.0,Powiat m. Bydgoszcz,grand total,2015,3850.09,297903,351346.0
5004,462.0,10040410762000.0,Powiat m. Grudziądz,grand total,2015,3212.29,79760,92831.0
5005,463.0,10040410663000.0,Powiat m. Toruń,grand total,2015,3991.61,174283,195829.0
5006,464.0,10040410864000.0,Powiat m. Włocławek,grand total,2015,3631.31,93166,109755.0
5007,601.0,10060610901000.0,Powiat bialski,grand total,2015,3127.01,91805,107121.0
5008,602.0,10060611002000.0,Powiat biłgorajski,grand total,2015,3343.68,85748,98429.0
5009,603.0,10060611003000.0,Powiat chełmski,grand total,2015,3251.54,65266,75485.0
5010,604.0,10060611004000.0,Powiat hrubieszowski,grand total,2015,3275.78,52616,64870.0
5011,605.0,10060611205000.0,Powiat janowski,grand total,2015,3436.38,38523,45546.0
5012,606.0,10060611006000.0,Powiat krasnostawski,grand total,2015,3315.19,54201,65602.0
5013,607.0,10060611207000.0,Powiat kraśnicki,grand total,2015,3197.23,80681,95695.0
5014,608.0,10060611108000.0,Powiat lubartowski,grand total,2015,3144.7,74278,84820.0
5015,609.0,10060611109000.0,Powiat lubelski,grand total,2015,3239.53,136865,141131.0
5016,610.0,10060611110000.0,Powiat łęczyński,grand total,2015,5112.84,47801,52508.0
5017,611.0,10060611211000.0,Powiat łukowski,grand total,2015,3065.51,86678,100681.0
5018,612.0,10060611212000.0,Powiat opolski,grand total,2015,3257.97,49813,58755.0
5019,613.0,10060610913000.0,Powiat parczewski,grand total,2015,3217.95,29015,34411.0
5020,614.0,10060611214000.0,Powiat puławski,grand total,2015,4022.67,96299,113636.0
5021,615.0,10060610915000.0,Powiat radzyński,grand total,2015,3243.52,48525,56899.0
5022,616.0,10060611216000.0,Powiat rycki,grand total,2015,3207.52,45801,55059.0
5023,617.0,10060611117000.0,Powiat świdnicki,grand total,2015,4050.02,61549,70509.0
5024,618.0,10060611018000.0,Powiat tomaszowski,grand total,2015,3144.81,69919,83419.0
5025,619.0,10060610919000.0,Powiat włodawski,grand total,2015,3267.12,31818,37569.0
5026,620.0,10060611020000.0,Powiat zamojski,grand total,2015,3021.19,90075,106159.0
5027,661.0,10060610961000.0,Powiat m. Biała Podlaska,grand total,2015,3643.59,47883,53572.0
5028,662.0,10060611062000.0,Powiat m. Chełm,grand total,2015,3371.93,52801,62457.0
5029,663.0,10060611163000.0,Powiat m. Lublin,grand total,2015,4060.17,292096,332761.0
5030,664.0,10060611064000.0,Powiat m. Zamość,grand total,2015,3684.12,53035,62335.0
5031,801.0,10020811301000.0,Powiat gorzowski,grand total,2015,3818.44,61787,64405.0
5032,802.0,10020811402000.0,Powiat krośnieński,grand total,2015,3503.74,46906,52358.0
5033,803.0,10020811303000.0,Powiat międzyrzecki,grand total,2015,3466.06,48528,54745.0
5034,804.0,10020811404000.0,Powiat nowosolski,grand total,2015,3507.98,72448,81932.0
5035,805.0,10020811305000.0,Powiat słubicki,grand total,2015,3534.54,40014,43525.0
5036,806.0,10020811306000.0,Powiat strzelecko-drezdenecki,grand total,2015,3552.74,41296,46544.0
5037,807.0,10020811307000.0,Powiat sulęciński,grand total,2015,3019.27,29313,32913.0
5038,808.0,10020811408000.0,Powiat świebodziński,grand total,2015,3455.57,47209,52309.0
5039,809.0,10020811409000.0,Powiat zielonogórski,grand total,2015,3699.79,64482,69705.0
5040,810.0,10020811410000.0,Powiat żagański,grand total,2015,3249.08,66221,76609.0
5041,811.0,10020811411000.0,Powiat żarski,grand total,2015,3712.82,81270,92282.0
5042,812.0,10020811412000.0,Powiat wschowski,grand total,2015,3233.14,32541,35971.0
5043,861.0,10020811361000.0,Powiat m. Gorzów Wielkopolski,grand total,2015,3532.91,105129,118031.0
5044,862.0,10020811462000.0,Powiat m. Zielona Góra,grand total,2015,3731.67,121615,132628.0
5045,1001.0,10051011701000.0,Powiat bełchatowski,grand total,2015,5791.89,94355,103896.0
5046,1002.0,10051011902000.0,Powiat kutnowski,grand total,2015,3553.67,82354,97563.0
5047,1003.0,10051011803000.0,Powiat łaski,grand total,2015,2954.03,42945,48538.0
5048,1004.0,10051011904000.0,Powiat łęczycki,grand total,2015,3582.28,41967,49949.0
5049,1005.0,10051011905000.0,Powiat łowicki,grand total,2015,3247.31,65783,76981.0
5050,1006.0,10051011506000.0,Powiat łódzki wschodni,grand total,2015,3118.38,63333,66022.0
5051,1007.0,10051011707000.0,Powiat opoczyński,grand total,2015,3174.36,63071,73039.0
5052,1008.0,10051011508000.0,Powiat pabianicki,grand total,2015,3402.55,104780,117068.0
5053,1009.0,10051011809000.0,Powiat pajęczański,grand total,2015,3429.55,43197,50265.0
5054,1010.0,10051011710000.0,Powiat piotrkowski,grand total,2015,3058.72,77845,86044.0
5055,1011.0,10051011811000.0,Powiat poddębicki,grand total,2015,3900.35,34719,40498.0
5056,1012.0,10051011712000.0,Powiat radomszczański,grand total,2015,3088.13,95905,111800.0
5057,1013.0,10051011913000.0,Powiat rawski,grand total,2015,3304.09,40520,46594.0
5058,1014.0,10051011814000.0,Powiat sieradzki,grand total,2015,3297.51,98842,114056.0
5059,1015.0,10051011915000.0,Powiat skierniewicki,grand total,2015,3301.35,32376,36439.0
5060,1016.0,10051011716000.0,Powiat tomaszowski,grand total,2015,3258.86,98105,113798.0
5061,1017.0,10051011817000.0,Powiat wieluński,grand total,2015,3252.66,64350,73836.0
5062,1018.0,10051011818000.0,Powiat wieruszowski,grand total,2015,2976.04,36068,39586.0
5063,1019.0,10051011819000.0,Powiat zduńskowolski,grand total,2015,3146.61,56056,64172.0
5064,1020.0,10051011520000.0,Powiat zgierski,grand total,2015,3573.69,145493,158711.0
5065,1021.0,10051011521000.0,Powiat brzeziński,grand total,2015,2748.42,26323,29672.0
5066,1061.0,10051011661000.0,Powiat m. Łódź,grand total,2015,4047.78,597630,707281.0
5067,1062.0,10051011762000.0,Powiat m. Piotrków Trybunalski,grand total,2015,3107.13,60556,72167.0
5068,1063.0,10051011963000.0,Powiat m. Skierniewice,grand total,2015,3218.53,40159,45528.0
5069,1201.0,10011212001000.0,Powiat bocheński,grand total,2015,3464.39,89762,96458.0
5070,1202.0,10011212402000.0,Powiat brzeski,grand total,2015,3171.11,78485,86384.0
5071,1203.0,10011212303000.0,Powiat chrzanowski,grand total,2015,3554.03,106559,123503.0
5072,1204.0,10011212404000.0,Powiat dąbrowski,grand total,2015,3245.29,50340,56493.0
5073,1205.0,10011212205000.0,Powiat gorlicki,grand total,2015,3060.43,91159,102225.0
5074,1206.0,10011212006000.0,Powiat krakowski,grand total,2015,4204.13,249758,251388.0
5075,1207.0,10011212207000.0,Powiat limanowski,grand total,2015,3167.23,108136,115340.0
5076,1208.0,10011212008000.0,Powiat miechowski,grand total,2015,3189.73,41583,48647.0
5077,1209.0,10011212009000.0,Powiat myślenicki,grand total,2015,3094.21,107969,112954.0
5078,1210.0,10011212210000.0,Powiat nowosądecki,grand total,2015,3142.18,177458,189812.0
5079,1211.0,10011216911000.0,Powiat nowotarski,grand total,2015,3121.96,161879,175641.0
5080,1212.0,10011212312000.0,Powiat olkuski,grand total,2015,3731.21,95024,109857.0
5081,1213.0,10011212313000.0,Powiat oświęcimski,grand total,2015,3677.68,130899,149290.0
5082,1214.0,10011212014000.0,Powiat proszowicki,grand total,2015,3313.87,37067,41993.0
5083,1215.0,10011216915000.0,Powiat suski,grand total,2015,3323.95,70990,78339.0
5084,1216.0,10011212416000.0,Powiat tarnowski,grand total,2015,3049.76,169417,187386.0
5085,1217.0,10011216917000.0,Powiat tatrzański,grand total,2015,3520.09,57356,64119.0
5086,1218.0,10011212318000.0,Powiat wadowicki,grand total,2015,3115.83,134934,148421.0
5087,1219.0,10011212019000.0,Powiat wielicki,grand total,2015,3812.11,115556,110498.0
5088,1261.0,10011212161000.0,Powiat m. Kraków,grand total,2015,4431.17,702053,750690.0
5089,1262.0,10011212262000.0,Powiat m. Nowy Sącz,grand total,2015,3302.29,70031,79402.0
5090,1263.0,10011212463000.0,Powiat m. Tarnów,grand total,2015,3668.76,94241,110138.0
5091,1401.0,10071422701000.0,Powiat białobrzeski,grand total,2015,3501.61,27916,30944.0
5092,1402.0,10071422502000.0,Powiat ciechanowski,grand total,2015,3702.17,74840,85077.0
5093,1403.0,10071427103000.0,Powiat garwoliński,grand total,2015,3671.07,89043,99891.0
5094,1404.0,10071427004000.0,Powiat gostyniński,grand total,2015,3270.47,38010,44349.0
5095,1405.0,10071413005000.0,Powiat grodziski,grand total,2015,4211.62,85264,83605.0
5096,1406.0,10071427306000.0,Powiat grójecki,grand total,2015,3913.66,83976,93097.0
5097,1407.0,10071422707000.0,Powiat kozienicki,grand total,2015,4698.55,50586,58432.0
5098,1408.0,10071412908000.0,Powiat legionowski,grand total,2015,3889.27,106979,102014.0
5099,1409.0,10071422709000.0,Powiat lipski,grand total,2015,3476.69,28380,34526.0
5100,1410.0,10071427110000.0,Powiat łosicki,grand total,2015,3373.06,25526,30811.0
5101,1411.0,10071422611000.0,Powiat makowski,grand total,2015,3217.27,36903,43479.0
5102,1412.0,10071412912000.0,Powiat miński,grand total,2015,3533.17,133261,140035.0
5103,1413.0,10071422513000.0,Powiat mławski,grand total,2015,3158.83,60437,69577.0
5104,1414.0,10071413014000.0,Powiat nowodworski,grand total,2015,4714.08,68568,73401.0
5105,1415.0,10071422615000.0,Powiat ostrołęcki,grand total,2015,3556.24,73809,81423.0
5106,1416.0,10071422616000.0,Powiat ostrowski,grand total,2015,3398.2,60525,70993.0
5107,1417.0,10071412917000.0,Powiat otwocki,grand total,2015,3853.17,107544,116033.0
5108,1418.0,10071413018000.0,Powiat piaseczyński,grand total,2015,4030.78,172906,158527.0
5109,1419.0,10071427019000.0,Powiat płocki,grand total,2015,3449.24,94614,104083.0
5110,1420.0,10071422520000.0,Powiat płoński,grand total,2015,3555.74,73645,83271.0
5111,1421.0,10071413021000.0,Powiat pruszkowski,grand total,2015,5064.05,148946,150958.0
5112,1422.0,10071422622000.0,Powiat przasnyski,grand total,2015,3485.56,42802,49510.0
5113,1423.0,10071422723000.0,Powiat przysuski,grand total,2015,3330.53,34462,41632.0
5114,1424.0,10071422524000.0,Powiat pułtuski,grand total,2015,3165.95,43456,48177.0
5115,1425.0,10071422725000.0,Powiat radomski,grand total,2015,3130.03,128392,138735.0
5116,1426.0,10071427126000.0,Powiat siedlecki,grand total,2015,3253.13,68160,76671.0
5117,1427.0,10071427027000.0,Powiat sierpecki,grand total,2015,3253.31,42831,50113.0
5118,1428.0,10071427328000.0,Powiat sochaczewski,grand total,2015,4016.39,71942,80087.0
5119,1429.0,10071427129000.0,Powiat sokołowski,grand total,2015,3568.59,44773,54060.0
5120,1430.0,10071422730000.0,Powiat szydłowiecki,grand total,2015,3103.03,33025,37991.0
5121,1432.0,10071413032000.0,Powiat warszawski zachodni,grand total,2015,4525.62,109101,104378.0
5122,1433.0,10071427133000.0,Powiat węgrowski,grand total,2015,3273.22,54110,63861.0
5123,1434.0,10071412934000.0,Powiat wołomiński,grand total,2015,3634.53,222058,210332.0
5124,1435.0,10071422635000.0,Powiat wyszkowski,grand total,2015,3370.96,62377,68234.0
5125,1436.0,10071422736000.0,Powiat zwoleński,grand total,2015,3365.55,30116,34959.0
5126,1437.0,10071422537000.0,Powiat żuromiński,grand total,2015,3181.04,31723,37909.0
5127,1438.0,10071427338000.0,Powiat żyrardowski,grand total,2015,4003.47,65239,71737.0
5128,1461.0,10071422661000.0,Powiat m. Ostrołęka,grand total,2015,4108.75,43126,49167.0
5129,1462.0,10071427062000.0,Powiat m. Płock,grand total,2015,5078.16,100722,116701.0
5130,1463.0,10071422763000.0,Powiat m. Radom,grand total,2015,3743.89,176775,208712.0
5131,1464.0,10071427164000.0,Powiat m. Siedlce,grand total,2015,3752.28,65025,71336.0
5132,1465.0,10071412865000.0,Powiat m. st. Warszawa,grand total,2015,5591.46,1608993,1714872.0
5133,1601.0,10031613101000.0,Powiat brzeski,grand total,2015,3546.88,76537,86805.0
5134,1602.0,10031613102000.0,Powiat głubczycki,grand total,2015,3354.7,38919,45744.0
5135,1603.0,10031613203000.0,Powiat kędzierzyńsko-kozielski,grand total,2015,4444.99,78943,95763.0
5136,1604.0,10031613204000.0,Powiat kluczborski,grand total,2015,3529.72,55467,65245.0
5137,1605.0,10031613205000.0,Powiat krapkowicki,grand total,2015,4183.01,53313,63473.0
5138,1606.0,10031613106000.0,Powiat namysłowski,grand total,2015,3609.87,36592,40458.0
5139,1607.0,10031613107000.0,Powiat nyski,grand total,2015,3337.24,116471,135549.0
5140,1608.0,10031613208000.0,Powiat oleski,grand total,2015,3321.49,54562,64131.0
5141,1609.0,10031613209000.0,Powiat opolski,grand total,2015,3376.9,105701,129830.0
